Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2003);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;23571;Science;journal;10959203, 00368075;11.428;Q1;1229;2336;7202;33646;83248;4839;11.51;14.4;United States;Northern America;American Association for the Advancement of Science;1880-1881, 1883-2021;"History and Philosophy of Science (Q1); Multidisciplinary (Q1)"
2;16036;Administrative Science Quarterly;journal;00018392, 19303815;8.103;Q1;191;16;68;1581;362;67;3.91;98.81;United States;Northern America;Johnson School at Cornell University;1975-1987, 1989-1990, 1993-1994, 1996-2021;"Arts and Humanities (miscellaneous) (Q1); Public Administration (Q1); Sociology and Political Science (Q1)"
3;13467;Psychological Review;journal;19391471, 0033295X;5.959;Q1;220;37;117;4318;1084;116;8.62;116.7;United States;Northern America;American Psychological Association;1894-2021;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
4;13443;Psychological Bulletin;journal;00332909, 19391455;5.571;Q1;328;40;132;7252;1296;132;8.98;181.3;United States;Northern America;American Psychological Association;1904-2021;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
5;13461;Psychological Methods;journal;1082989X, 19391463;3.919;Q1;162;36;83;1377;321;83;4.14;38.25;United States;Northern America;American Psychological Association;1996-2021;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
6;28973;Journal of Econometrics;journal;03044076;3.81;Q1;166;92;255;2934;469;253;1.41;31.89;Netherlands;Western Europe;Elsevier BV;1973-2021;"Applied Mathematics (Q1); Economics and Econometrics (Q1); History and Philosophy of Science (Q1)"
7;12996;IEEE Signal Processing Magazine;journal;10535888;3.672;Q1;191;56;127;1302;832;91;5.08;23.25;United States;Northern America;Institute of Electrical and Electronics Engineers Inc.;1991-2021;"Applied Mathematics (Q1); Electrical and Electronic Engineering (Q1); Music (Q1); Signal Processing (Q1)"
8;22899;Journal of Consumer Research;journal;00935301, 15375277;3.662;Q1;194;34;142;1675;365;141;2.07;49.26;United Kingdom;Western Europe;Oxford University Press;1977-1978, 1984, 1996-2021;"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)"
9;13422;Psychoanalytic Quarterly;journal;00332828, 21674086;3.479;Q1;41;36;86;1133;118;82;1.37;31.47;United Kingdom;Western Europe;Taylor and Francis Ltd.;1945-2021;"Arts and Humanities (miscellaneous) (Q1); Clinical Psychology (Q1); Developmental and Educational Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)"
10;26239;Quaternary Science Reviews;journal;02773791;3.117;Q1;192;184;410;9099;1782;395;3.75;49.45;United Kingdom;Western Europe;Elsevier Ltd.;1982-2021;"Archeology (Q1); Archeology (arts and humanities) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Geology (Q1); Global and Planetary Change (Q1)"
11;15481;Journal of Experimental Psychology: Human Perception and Performance;journal;00961523, 19391277;2.675;Q1;152;82;301;4104;984;301;3.08;50.05;United States;Northern America;American Psychological Association;1975-2021;"Arts and Humanities (miscellaneous) (Q1); Behavioral Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1)"
12;15407;Visual Cognition;journal;13506285, 14640716;2.614;Q1;85;44;121;1694;386;121;1.7;38.5;United Kingdom;Western Europe;Taylor and Francis Ltd.;1994-2021;"Arts and Humanities (miscellaneous) (Q1); Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1)"
13;26043;Economy and Society;journal;03085147, 14695766;2.468;Q1;95;27;76;1404;272;76;2.43;52;United Kingdom;Western Europe;Routledge;1972-2021;"Business and International Management (Q1); Economics and Econometrics (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); History (Q1); Social Sciences (miscellaneous) (Q1)"
14;14916;Cognitive Neuropsychology;journal;14640627, 02643294;2.267;Q1;91;31;101;2273;368;99;2.58;73.32;United Kingdom;Western Europe;Taylor and Francis Ltd.;1984-2021;"Arts and Humanities (miscellaneous) (Q1); Cognitive Neuroscience (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Neuropsychology and Physiological Psychology (Q1)"
15;25793;Quaternary Research;journal;00335894;2.172;Q1;118;83;249;3542;758;248;2.7;42.67;United States;Northern America;Cambridge University Press;1970-2021;"Arts and Humanities (miscellaneous) (Q1); Earth and Planetary Sciences (miscellaneous) (Q1); Earth-Surface Processes (Q1)"
16;15653;Journal of Marriage and Family;journal;17413737, 00222445;2.145;Q1;168;75;256;3498;709;249;1.85;46.64;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1973-1978, 1980-1981, 1985, 1996-2021;"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1); Social Work (Q1)"
17;17530;Social Forces;journal;15347605, 00377732;1.987;Q1;137;52;140;3355;290;140;1.42;64.52;United Kingdom;Western Europe;Oxford University Press;1925-2021;"Anthropology (Q1); History (Q1); Sociology and Political Science (Q1)"
18;96959;Journal of the American Psychoanalytic Association;journal;19412460, 00030651;1.933;Q1;51;85;240;2033;210;229;0.79;23.92;United States;Northern America;SAGE Publications Inc.;1953-2021;"Arts and Humanities (miscellaneous) (Q1); Clinical Psychology (Q1)"
19;12711;Multivariate Behavioral Research;journal;00273171, 15327906;1.864;Q1;84;20;67;792;98;67;1.35;39.6;United States;Northern America;Psychology Press Ltd;1966-2021;"Arts and Humanities (miscellaneous) (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1); Statistics and Probability (Q1)"
20;28831;Public Culture;journal;15278018, 08992363;1.829;Q1;78;33;71;425;176;68;1.11;12.88;United States;Northern America;Duke University Press;1996-2021;"Arts and Humanities (miscellaneous) (Q1); Communication (Q1); Social Psychology (Q1)"
21;22634;Holocene;journal;14770911, 09596836;1.823;Q1;121;85;214;4535;584;211;2.64;53.35;United Kingdom;Western Europe;SAGE Publications Ltd;1991-2021;"Archeology (arts and humanities) (Q1); Earth-Surface Processes (Q1); Ecology (Q1); Global and Planetary Change (Q1); Paleontology (Q1)"
22;14062;Psychonomic Bulletin and Review;journal;10699384, 15315320;1.778;Q1;159;100;246;3716;603;243;2.21;37.16;United States;Northern America;Springer New York;1994-2021;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1)"
23;12773;British Journal of Mathematical and Statistical Psychology;journal;00071102, 20448317;1.654;Q1;53;21;66;596;85;66;1.07;28.38;United States;Northern America;Wiley-Blackwell;1965-2021;"Arts and Humanities (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Psychology (miscellaneous) (Q1); Statistics and Probability (Q1)"
24;24782;Neural Computation;journal;08997667, 1530888X;1.638;Q1;167;112;362;4163;1205;360;3.03;37.17;United States;Northern America;MIT Press Journals;1995-2021;"Arts and Humanities (miscellaneous) (Q1); Cognitive Neuroscience (Q2)"
25;24431;Journal of Quaternary Science;journal;02678179, 10991417;1.622;Q1;98;59;180;3922;406;179;1.98;66.47;United Kingdom;Western Europe;John Wiley and Sons Ltd;1986-2021;"Arts and Humanities (miscellaneous) (Q1); Earth and Planetary Sciences (miscellaneous) (Q1); Paleontology (Q1)"
26;23638;Gender, Place, and Culture;journal;0966369X, 13600524;1.57;Q1;70;22;47;1296;108;47;1.94;58.91;United Kingdom;Western Europe;Routledge;1994-2021;"Arts and Humanities (miscellaneous) (Q1); Cultural Studies (Q1); Demography (Q1); Gender Studies (Q1)"
27;18983;Social Science and Medicine;journal;18735347, 02779536;1.482;Q1;255;405;896;19495;2671;850;2.55;48.14;United Kingdom;Western Europe;Elsevier Ltd.;1967-2021;"Health (social science) (Q1); History and Philosophy of Science (Q1); Medicine (miscellaneous) (Q1)"
28;21503;Evolution and Human Behavior;journal;10905138;1.472;Q1;119;35;80;1054;222;79;2.35;30.11;United States;Northern America;Elsevier Inc.;1997-2021;"Arts and Humanities (miscellaneous) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Experimental and Cognitive Psychology (Q1)"
29;32383;Cultural Anthropology;journal;08867356, 15481360;1.451;Q1;80;18;60;1221;87;58;1.49;67.83;United States;Northern America;American Anthropological Association;1986-2021;"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1)"
30;12858;Cognition and Emotion;journal;02699931, 14640600;1.417;Q1;135;52;135;2281;279;132;1.55;43.87;United Kingdom;Western Europe;Taylor and Francis Ltd.;1987-2021;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1)"
31;13466;Psychological Research;journal;14302772, 03400727;1.391;Q1;80;26;103;1008;204;100;1.16;38.77;Germany;Western Europe;Springer Verlag;1974-2021;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Medicine (miscellaneous) (Q1); Experimental and Cognitive Psychology (Q2)"
32;12061;Memory and Cognition;journal;0090502X, 15325946;1.384;Q1;131;117;381;4722;720;377;1.56;40.36;United States;Northern America;Springer New York;1973-2021;"Arts and Humanities (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Neuropsychology and Physiological Psychology (Q1); Experimental and Cognitive Psychology (Q2)"
33;22857;Political Geography;journal;09626298;1.293;Q1;102;44;141;2257;319;112;2.33;51.3;United Kingdom;Western Europe;Elsevier BV;1983, 1992-2022;"Geography, Planning and Development (Q1); History (Q1); Sociology and Political Science (Q1)"
34;17545;Law and Human Behavior;journal;01477307, 1573661X;1.275;Q1;98;39;116;1834;270;112;1.85;47.03;United States;Northern America;Springer New York;1977-2021;"Arts and Humanities (miscellaneous) (Q1); Law (Q1); Psychiatry and Mental Health (Q1); Psychology (miscellaneous) (Q1)"
35;27069;Human Relations;journal;00187267, 1741282X;1.247;Q1;142;58;181;3193;391;177;1.46;55.05;United Kingdom;Western Europe;SAGE Publications Ltd;1947-2021;"Arts and Humanities (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Social Sciences (miscellaneous) (Q1); Strategy and Management (Q1)"
36;23574;Public Opinion Quarterly;journal;0033362X, 15375331;1.246;Q1;108;31;77;811;157;75;1.35;26.16;United Kingdom;Western Europe;Oxford University Press;1937-2020;"Communication (Q1); History (Q1); History and Philosophy of Science (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)"
37;36450;Design Studies;journal;0142694X;1.218;Q1;98;34;103;721;165;88;1.11;21.21;United Kingdom;Western Europe;Elsevier Ltd.;1979-2021;"Architecture (Q1); Artificial Intelligence (Q1); Arts and Humanities (miscellaneous) (Q1); Computer Science Applications (Q1); Engineering (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1)"
38;29424;Acta Psychologica;journal;18736297, 00016918;1.186;Q1;103;53;132;1999;246;129;1.76;37.72;Netherlands;Western Europe;Elsevier;1936-1937, 1939, 1941, 1949-1951, 1953-2021;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Medicine (miscellaneous) (Q1); Experimental and Cognitive Psychology (Q2)"
39;4700152270;State Politics and Policy Quarterly;journal;15324400;1.177;Q1;42;11;23;729;23;23;1;66.27;United States;Northern America;SAGE Publications Inc.;2001-2020;"Arts and Humanities (miscellaneous) (Q1); Political Science and International Relations (Q1)"
40;16723;Journal of Intellectual and Developmental Disability;journal;13668250, 14699532;1.154;Q1;59;31;75;832;75;72;0.82;26.84;United Kingdom;Western Europe;Informa Healthcare;1970-2015, 2017-2021;"Arts and Humanities (miscellaneous) (Q1); Education (Q1); Medicine (miscellaneous) (Q1); Psychology (miscellaneous) (Q1)"
41;23626;Science Education;journal;00368326, 1098237X;1.108;Q1;121;44;121;2176;158;120;0.92;49.45;United States;Northern America;Wiley-Liss Inc.;1930-2021;"Education (Q1); History and Philosophy of Science (Q1)"
42;17500155152;American Journal on Intellectual and Developmental Disabilities;journal;19447515, 19447558;1.096;Q1;89;36;122;1433;227;119;1.83;39.81;United States;Northern America;American Association on Intellectual and Developmental Disabilities;2009-2021;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1); Neuropsychology and Physiological Psychology (Q2)"
43;17468;Neurocase;journal;13554794, 14653656;1.092;Q1;67;45;126;2364;244;124;2;52.53;United Kingdom;Western Europe;Taylor and Francis Ltd.;1995-2021;"Arts and Humanities (miscellaneous) (Q1); Neurology (clinical) (Q1)"
44;25403;Mind;journal;00264423, 14602113;1.091;Q1;58;20;70;377;70;60;1.13;18.85;United Kingdom;Western Europe;Oxford University Press;1876-1901, 1903, 1908, 1911-1913, 1921-1951, 1959-1960, 1963-1965, 1967, 1970-2021;Philosophy (Q1)
45;12059;Memory;journal;14640686, 09658211;1.041;Q1;94;42;99;1942;171;98;1.53;46.24;United Kingdom;Western Europe;Taylor and Francis Ltd.;1993-2021;"Arts and Humanities (miscellaneous) (Q1); Psychology (miscellaneous) (Q1)"
46;96592;Journal of Agrarian Change;journal;14710366, 14710358;1.038;Q1;61;18;37;1125;56;37;1.51;62.5;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;2001-2021;"Anthropology (Q1); Archeology (Q1); Archeology (arts and humanities) (Q1); Global and Planetary Change (Q2)"
47;97151;Journal of World Prehistory;journal;15737802, 08927537;1.016;Q1;56;7;22;1531;49;22;2.2;218.71;United States;Northern America;Springer New York;1987-2006, 2008-2021;"Archeology (Q1); Arts and Humanities (miscellaneous) (Q1)"
48;20537;Journal of Behavioral Decision Making;journal;08943257, 10990771;1.015;Q1;79;23;72;928;128;72;1.02;40.35;United Kingdom;Western Europe;John Wiley and Sons Ltd;1988-2021;"Applied Psychology (Q1); Arts and Humanities (miscellaneous) (Q1); Decision Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Strategy and Management (Q1)"
49;22861;Political Psychology;journal;0162895X, 14679221;1.008;Q1;102;38;106;2065;137;104;1.17;54.34;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1996-2021;"Clinical Psychology (Q1); Philosophy (Q1); Political Science and International Relations (Q1); Social Psychology (Q1); Sociology and Political Science (Q1); Experimental and Cognitive Psychology (Q2)"
50;6500153208;Philosophical Quarterly;journal;00318094, 14679213;0.99;Q1;49;36;99;570;63;95;0.56;15.83;United Kingdom;Western Europe;Oxford University Press;1950-1978, 1980-1994, 1996-2021;Philosophy (Q1)
51;25101;Boreas;journal;03009483, 15023885;0.984;Q1;77;50;85;3107;153;85;1.53;62.14;United States;Northern America;Wiley-Blackwell;1972-2021;"Archeology (arts and humanities) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Geology (Q1)"
52;26107;Philosophical Review, The;journal;00318108;0.977;Q1;60;12;36;609;39;36;1.04;50.75;United States;Northern America;Duke University Press;1970, 1977-1978, 1984, 1996-2021;Philosophy (Q1)
53;28528;Explorations in Economic History;journal;00144983;0.973;Q1;47;20;54;876;50;53;0.79;43.8;United States;Northern America;Academic Press Inc.;1969-2021;"History (Q1); Economics and Econometrics (Q2)"
54;29412;Group and Organization Management;journal;10596011;0.968;Q1;91;24;70;1148;82;56;0.81;47.83;United States;Northern America;SAGE Publications Inc.;1976-2021;"Applied Psychology (Q1); Arts and Humanities (miscellaneous) (Q1); Organizational Behavior and Human Resource Management (Q1)"
55;27343;Journal of Ethnic and Migration Studies;journal;14699451, 1369183X;0.968;Q1;98;47;103;1634;128;103;1.44;34.77;United Kingdom;Western Europe;Routledge;1971-2021;"Arts and Humanities (miscellaneous) (Q1); Demography (Q1)"
56;23974;Journal of Symbolic Logic;journal;00224812;0.965;Q1;45;77;322;1113;176;322;0.46;14.45;United Kingdom;Western Europe;Cambridge University Press;1996-2021;"Logic (Q1); Philosophy (Q1)"
57;68623;Annual Review of Anthropology;book series;15454290, 00846570;0.961;Q1;133;21;68;2530;161;68;2.35;120.48;United States;Northern America;Annual Reviews Inc.;1979-1986, 1988, 1990-1991, 1994, 1996-2020;"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Cultural Studies (Q1)"
58;22810;British Journal of Criminology;journal;00070955, 14643529;0.948;Q1;100;47;123;2210;206;121;1.2;47.02;United Kingdom;Western Europe;Oxford University Press;1960-2021;"Arts and Humanities (miscellaneous) (Q1); Law (Q1); Pathology and Forensic Medicine (Q1); Social Psychology (Q1)"
59;28979;Journal of Economic History;journal;14716372, 00220507;0.942;Q1;63;34;118;1895;84;108;0.59;55.74;United Kingdom;Western Europe;Cambridge University Press;1941-2021;"Economics, Econometrics and Finance (miscellaneous) (Q1); History (Q1); Economics and Econometrics (Q2)"
60;18697;Theory and Society;journal;15737853, 03042421;0.942;Q1;81;24;60;3492;120;60;1.25;145.5;Netherlands;Western Europe;Springer Netherlands;1974-2021;"History (Q1); Sociology and Political Science (Q1)"
61;14852;Intelligence;journal;01602896;0.932;Q1;98;34;77;1281;153;72;1.67;37.68;United Kingdom;Western Europe;Elsevier Ltd.;1977-2021;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q2)"
62;22717;Business Ethics Quarterly;journal;1052150X;0.913;Q1;81;29;80;1078;69;79;0.96;37.17;United Kingdom;Western Europe;Cambridge University Press;1993, 1996-2021;"Business, Management and Accounting (miscellaneous) (Q1); Philosophy (Q1); Economics and Econometrics (Q2)"
63;22103;Analysis;journal;14678284, 00032638;0.899;Q1;48;66;186;455;90;172;0.5;6.89;United Kingdom;Western Europe;Oxford University Press;1933-1940, 1947-1994, 1996-2021;Philosophy (Q1)
64;13982;Review of Progress in Coloration and Related Topics;journal;05579325;0.89;Q1;28;8;31;882;32;31;0.8;110.25;United Kingdom;Western Europe;Society of Dyers and Colourists;1967, 1971-1979, 1981-2005;"Business and International Management (Q1); Chemical Engineering (miscellaneous) (Q1); Environmental Science (miscellaneous) (Q1); History (Q1); Industrial and Manufacturing Engineering (Q1)"
65;33918;Current Anthropology;journal;00113204, 15375382;0.883;Q1;118;49;104;4143;202;100;1.87;84.55;United States;Northern America;University of Chicago;1962, 1971, 1974, 1978-1988, 1992, 1994, 1996-2021;"Anthropology (Q1); Archeology (Q1); Archeology (arts and humanities) (Q1)"
66;12936;Journal of the Acoustical Society of America;journal;15208524, 00014966;0.875;Q1;194;602;1747;16996;2798;1743;1.58;28.23;United States;Northern America;Acoustical Society of America;1929-2021;"Acoustics and Ultrasonics (Q1); Arts and Humanities (miscellaneous) (Q1)"
67;12024;Applied Cognitive Psychology;journal;10990720, 08884080;0.867;Q1;106;72;162;2574;239;162;1.13;35.75;United Kingdom;Western Europe;John Wiley and Sons Ltd;1987-2021;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q2); Experimental and Cognitive Psychology (Q2)"
68;19977;British Journal for the Philosophy of Science;journal;14643537, 00070882;0.864;Q1;58;29;77;994;72;77;0.88;34.28;United States;Northern America;University of Chicago Press;1950-2021;"History (Q1); History and Philosophy of Science (Q1); Philosophy (Q1)"
69;14145;Experimental Psychology;journal;21905142, 16183169;0.858;Q1;58;30;82;969;120;79;1.93;32.3;United States;Northern America;Hogrefe Publishing;1962, 1998-2021;"Arts and Humanities (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Psychology (miscellaneous) (Q1); Experimental and Cognitive Psychology (Q2)"
70;21754;Annals of the New York Academy of Sciences;journal;17496632, 00778923;0.836;Q1;261;1573;3794;38900;8049;3780;2.05;24.73;United States;Northern America;Wiley-Blackwell;1879, 1882-1883, 1889-1890, 1892-1894, 1896-1901, 1904-1906, 1908-1909, 1911-1912, 1914-1916, 1918, 1920, 1927, 1929-1933, 1936-1937, 1939-2021;"History and Philosophy of Science (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Neuroscience (miscellaneous) (Q2)"
