Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2018);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;20425;Nature Reviews Drug Discovery;journal;14741784, 14741776;9.483;Q1;348;253;681;9103;6751;355;9.06;35.98;United Kingdom;Western Europe;Nature Publishing Group;2002-2021;"Drug Discovery (Q1); Medicine (miscellaneous) (Q1); Pharmacology (Q1)"
2;21191;Pharmacological Reviews;journal;15210081, 00316997;7.422;Q1;241;25;76;8872;1492;75;19.48;354.88;United States;Northern America;American Society for Pharmacology and Experimental Therapeutics;1949, 1951-2021;"Molecular Medicine (Q1); Pharmacology (Q1)"
3;19479;Annual Review of Pharmacology and Toxicology;journal;15454304, 03621642;6.609;Q1;210;33;92;660;1215;91;12.34;20;United States;Northern America;Annual Reviews Inc.;1965-1973, 1975-2021;"Pharmacology (Q1); Toxicology (Q1)"
4;4700152457;Nano Today;journal;17480132;6.236;Q1;155;49;162;7969;2530;136;15.58;162.63;Netherlands;Western Europe;Elsevier;1970, 2006-2021;"Bioengineering (Q1); Biomedical Engineering (Q1); Biotechnology (Q1); Materials Science (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1); Pharmaceutical Science (Q1)"
5;22321;Trends in Pharmacological Sciences;journal;18733735, 01656147;4.586;Q1;225;93;284;7123;2974;250;9.16;76.59;United Kingdom;Western Europe;Elsevier Ltd.;1979-2021;"Pharmacology (Q1); Toxicology (Q1)"
6;12611;Drug Resistance Updates;journal;13687646, 15322084;4.319;Q1;119;18;70;3179;979;70;12.23;176.61;United States;Northern America;Churchill Livingstone;1998-2021;"Cancer Research (Q1); Infectious Diseases (Q1); Oncology (Q1); Pharmacology (Q1); Pharmacology (medical) (Q1)"
7;19409;Advanced Drug Delivery Reviews;journal;0169409X, 18728294;4.163;Q1;331;170;526;29564;7505;481;14.97;173.91;Netherlands;Western Europe;Elsevier;1987-2021;Pharmaceutical Science (Q1)
8;21195;Pharmacology and Therapeutics;journal;1879016X, 01637258;3.586;Q1;211;160;392;29808;4141;392;9.58;186.3;United States;Northern America;Elsevier Inc.;1975-1977, 1979-1985, 1987-2021;"Pharmacology (Q1); Pharmacology (medical) (Q1)"
9;26371;Natural Product Reports;journal;02650568, 14604752;3.552;Q1;188;65;214;9801;2301;208;10.66;150.78;United Kingdom;Western Europe;Royal Society of Chemistry;1984-2021;"Biochemistry (Q1); Drug Discovery (Q1); Organic Chemistry (Q1)"
10;21100466864;Journal for ImmunoTherapy of Cancer;journal;20511426;3.337;Q1;80;150;269;6491;1959;241;7.9;43.27;United Kingdom;Western Europe;BMJ Publishing Group;2013-2021;"Cancer Research (Q1); Immunology (Q1); Immunology and Allergy (Q1); Molecular Medicine (Q1); Oncology (Q1); Pharmacology (Q1)"
11;12455;Molecular Therapy;journal;15250024, 15250016;3.288;Q1;185;262;709;12844;4548;610;6.73;49.02;United States;Northern America;Cell Press;2000-2021;"Drug Discovery (Q1); Genetics (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Molecular Medicine (Q1); Pharmacology (Q1)"
12;18017;Neuropsychopharmacology;journal;0893133X, 1470634X;3.205;Q1;227;317;906;16782;5702;836;6.31;52.94;United Kingdom;Western Europe;Nature Publishing Group;1987-2021;"Pharmacology (Q1); Psychiatry and Mental Health (Q1)"
13;21100854844;International Journal of Pharmaceutical Investigation;journal;2230973X;3.169;Q1;2;0;2;0;26;1;0;0;India;Asiatic Region;;;Pharmaceutical Science (Q1)
14;13903;Cellular and Molecular Life Sciences;journal;1420682X, 14209071;3.006;Q1;233;291;892;31340;6152;883;7.26;107.7;Switzerland;Western Europe;Birkhauser Verlag Basel;1952, 1997-2021;"Cell Biology (Q1); Cellular and Molecular Neuroscience (Q1); Molecular Biology (Q1); Molecular Medicine (Q1); Pharmacology (Q1)"
15;21100456838;Cell Chemical Biology;journal;24519448, 24519456;2.945;Q1;190;166;544;8033;2753;516;4.87;48.39;United States;Northern America;Elsevier Inc.;2016-2021;"Biochemistry (Q1); Clinical Biochemistry (Q1); Drug Discovery (Q1); Molecular Biology (Q1); Molecular Medicine (Q1); Pharmacology (Q1)"
