Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2003);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;24408;Clinical Oral Implants Research;journal;16000501, 09057161;1.888;Q1;171;102;246;3548;697;246;2.46;34.78;Denmark;Western Europe;Blackwell Munksgaard;1990-2021;Oral Surgery (Q1)
2;24936;Dental Materials;journal;01095641, 18790097;1.703;Q1;159;109;221;3344;630;220;2.43;30.68;United Kingdom;Western Europe;Elsevier Science;1985-2021;"Dentistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Mechanics of Materials (Q1)"
3;25615;International Journal of Oral and Maxillofacial Implants;journal;08822786;1.638;Q1;145;118;265;3116;648;254;1.97;26.41;United States;Northern America;Quintessence Publishing Company;1986-2021;"Medicine (miscellaneous) (Q1); Oral Surgery (Q1)"
4;24403;Clinical Implant Dentistry and Related Research;journal;15230899;1.529;Q1;90;48;84;1322;239;81;2.45;27.54;United States;Northern America;Wiley-Blackwell;1999-2021;"Dentistry (miscellaneous) (Q1); Oral Surgery (Q1)"
5;24428;Critical Reviews in Oral Biology and Medicine;journal;15441113, 10454411;1.312;Q1;108;38;99;4469;365;92;2.95;117.61;United States;Northern America;International and American Associations for Dental Research;1990-2004;"Dentistry (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Otorhinolaryngology (Q1)"
6;26173;Journal of Periodontology;journal;00223492, 19433670;1.277;Q1;164;237;701;8775;1620;681;1.8;37.03;United States;Northern America;"John Wiley &amp; Sons Inc.";1945-1951, 1965-2021;Periodontics (Q1)
7;25636;International Journal of Periodontics and Restorative Dentistry;journal;01987569;1.245;Q1;86;63;175;1645;265;166;1.08;26.11;United States;Northern America;Quintessence Publishing Company;1981-2021;"Medicine (miscellaneous) (Q1); Oral Surgery (Q1); Periodontics (Q1)"
8;24388;Caries Research;journal;00086568, 1421976X;1.189;Q1;105;62;210;1631;432;207;1.74;26.31;Switzerland;Western Europe;S. Karger AG;1967-2021;Dentistry (miscellaneous) (Q1)
9;25669;Journal of Clinical Periodontology;journal;1600051X, 03036979;1.183;Q2;159;160;494;5765;1012;491;1.88;36.03;Denmark;Western Europe;Blackwell Munksgaard;1974-2021;Periodontics (Q2)
10;25660;Journal of Adhesive Dentistry;journal;14615185;1.175;Q1;72;37;104;1079;208;97;1.62;29.16;United States;Northern America;Quintessence Publishing Company;1999-2021;"Oral Surgery (Q1); Orthodontics (Q1); Periodontics (Q2)"
11;24413;Community Dentistry and Oral Epidemiology;journal;03015661, 16000528;1.085;Q1;106;65;176;1771;344;174;1.69;27.25;Denmark;Western Europe;Blackwell Munksgaard;1973-2021;"Dentistry (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q1)"
12;22812;Operative Dentistry;journal;03617734, 15592863;1.031;Q1;86;121;270;3292;440;256;1.39;27.21;United States;Northern America;Indiana University School of Dentistry;1976-2021;Dentistry (miscellaneous) (Q1)
