Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2004);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;29993;Annual Review of Nutrition;journal;01999885, 15454312;4.551;Q1;166;27;64;3061;739;61;11.58;113.37;United States;Northern America;Annual Reviews Inc.;1981-2020;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
2;25491;Diabetes Care;journal;19355548, 01495992;3.373;Q1;380;673;1806;16941;10295;1263;5.57;25.17;United States;Northern America;American Diabetes Association Inc.;1978-2021;"Advanced and Specialized Nursing (Q1); Endocrinology, Diabetes and Metabolism (Q1); Internal Medicine (Q1)"
3;20618;Stroke;journal;15244628, 00392499;3.259;Q1;330;652;1855;14365;10073;1418;5.16;22.03;United States;Northern America;Lippincott Williams and Wilkins Ltd.;1970-2021;"Advanced and Specialized Nursing (Q1); Cardiology and Cardiovascular Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q1)"
4;29990;American Journal of Clinical Nutrition;journal;19383207, 00029165;2.57;Q1;351;446;1120;15906;6588;939;5.68;35.66;United States;Northern America;American Society for Nutrition;1952-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
5;23140;Current Opinion in Lipidology;journal;14736535, 09579672;2.088;Q1;129;115;298;4301;1271;252;4.08;37.4;United States;Northern America;Lippincott Williams and Wilkins Ltd.;1990-2021;"Cardiology and Cardiovascular Medicine (Q1); Cell Biology (Q1); Endocrinology, Diabetes and Metabolism (Q1); Genetics (Q1); Molecular Biology (Q1); Nutrition and Dietetics (Q1)"
6;4700152825;Obesity;journal;19307381;1.742;Q1;209;276;543;9732;2242;514;3.88;35.26;United States;Northern America;Wiley-Blackwell;2006-2021;"Endocrinology (Q1); Endocrinology, Diabetes and Metabolism (Q1); Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
7;12697;International Journal of Obesity;journal;03070565, 14765497;1.621;Q1;234;270;849;9341;3447;832;4.13;34.6;United Kingdom;Western Europe;Nature Publishing Group;1977-2021;"Endocrinology, Diabetes and Metabolism (Q1); Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
8;29561;Journals of Gerontology - Series B Psychological Sciences and Social Sciences;journal;10795014, 17585368;1.531;Q1;159;82;262;3296;751;251;2.35;40.2;United States;Northern America;Gerontological Society of America;1995-2021;"Clinical Psychology (Q1); Geriatrics and Gerontology (Q1); Gerontology (Q1); Medicine (miscellaneous) (Q1); Social Psychology (Q1)"
9;12716;Journal of Nutrition;journal;15416100, 00223166;1.443;Q1;276;607;1904;22995;7589;1868;3.61;37.88;United States;Northern America;American Society for Nutrition;1945-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
10;29070;Gerontologist, The;journal;17585341, 00169013;1.393;Q1;146;80;321;2690;832;294;2.37;33.63;United States;Northern America;Oxford University Press;1961-2021;"Geriatrics and Gerontology (Q1); Gerontology (Q1); Medicine (miscellaneous) (Q1)"
11;22130;Obesity Surgery;journal;09608923, 17080428;1.274;Q1;143;256;422;5188;1494;365;3.75;20.27;United States;Northern America;Springer New York;1991-2021;"Endocrinology, Diabetes and Metabolism (Q1); Nutrition and Dietetics (Q1); Surgery (Q1)"
12;16790;Journal of Pain and Symptom Management;journal;18736513, 08853924;1.216;Q1;147;149;519;4068;1404;395;2.48;27.3;United States;Northern America;Elsevier Inc.;1986-2021;"Anesthesiology and Pain Medicine (Q1); Neurology (clinical) (Q1); Nursing (miscellaneous) (Q1)"
13;38138;Current Opinion in Clinical Nutrition and Metabolic Care;journal;13631950, 15353885;1.028;Q1;120;99;283;3926;780;255;2.95;39.66;United States;Northern America;Lippincott Williams and Wilkins Ltd.;1998-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
14;30025;British Journal of Nutrition;journal;00071145, 14752662;1.027;Q1;198;252;711;10656;2296;661;3.15;42.29;United Kingdom;Western Europe;Cambridge University Press;1947-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
15;27072;Advances in Nursing Science;journal;01619268, 15505014;1.024;Q1;62;31;81;1017;146;73;1.32;32.81;United States;Northern America;Lippincott Williams and Wilkins Ltd.;1978-2021;Nursing (miscellaneous) (Q1)
16;12538;European Journal of Clinical Nutrition;journal;09543007, 14765640;1.01;Q1;165;225;629;7955;1727;615;2.67;35.36;United Kingdom;Western Europe;Nature Publishing Group;1988-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
17;29976;Journal of the American College of Nutrition;journal;15411087, 07315724;0.996;Q1;126;99;244;3999;769;242;3.39;40.39;United Kingdom;Western Europe;Taylor and Francis Ltd.;1982-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
18;13308;Nutrition and Cancer;journal;01635581, 15327914;0.964;Q1;120;79;270;3802;859;265;2.5;48.13;United States;Northern America;Routledge;1978-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1); Cancer Research (Q2); Oncology (Q2)"
19;13345;Nutrition Reviews;journal;00296643, 17534887;0.964;Q1;160;106;299;4333;859;288;2.87;40.88;United States;Northern America;Oxford University Press;1942-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
20;3500148005;Joint Commission Journal on Quality and Patient Safety;journal;15537250;0.957;Q1;82;83;198;72;316;195;1.35;0.87;United States;Northern America;Joint Commission Resources, Inc.;2005-2021;Leadership and Management (Q1)
21;13348;Proceedings of the Nutrition Society;journal;00296651, 14752719;0.923;Q1;133;88;248;4217;763;248;2.58;47.92;United Kingdom;Western Europe;Cambridge University Press;1944-1947, 1953, 1955-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
22;27997;Public Health Nutrition;journal;14752727, 13689800;0.913;Q1;146;138;445;5129;915;415;1.92;37.17;United Kingdom;Western Europe;Cambridge University Press;1998-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1); Public Health, Environmental and Occupational Health (Q1)"
23;15428;Journal of Communication Disorders;journal;00219924, 18737994;0.88;Q1;70;32;93;1154;145;91;1.46;36.06;United States;Northern America;Elsevier Inc.;1967-2021;"Linguistics and Language (Q1); LPN and LVN (Q1); Speech and Hearing (Q1); Cognitive Neuroscience (Q3); Experimental and Cognitive Psychology (Q3)"
24;15506;Journal of Fluency Disorders;journal;0094730X, 1873801X;0.874;Q1;59;17;64;743;108;53;1.7;43.71;United States;Northern America;Elsevier Inc.;1974, 1977-2021;"Linguistics and Language (Q1); LPN and LVN (Q1); Speech and Hearing (Q1); Cognitive Neuroscience (Q3); Experimental and Cognitive Psychology (Q3)"
25;12719;Journal of Nutritional Biochemistry;journal;09552863, 18734847;0.874;Q1;139;98;260;4437;689;257;2.88;45.28;United States;Northern America;Elsevier Inc.;1990-2022;"Nutrition and Dietetics (Q1); Biochemistry (Q2); Clinical Biochemistry (Q2); Endocrinology, Diabetes and Metabolism (Q2); Molecular Biology (Q3)"
26;19064;Resuscitation;journal;18731570, 03009572;0.867;Q1;139;207;562;4488;900;478;1.58;21.68;Ireland;Western Europe;Elsevier Ireland Ltd;1972-1976, 1978-2021;"Cardiology and Cardiovascular Medicine (Q1); Emergency Medicine (Q1); Emergency Nursing (Q1)"
27;23161;Food Quality and Preference;journal;09503293;0.861;Q1;129;85;194;2800;304;179;1.45;32.94;United Kingdom;Western Europe;Elsevier Ltd.;1988-1991, 1993-2022;"Food Science (Q1); Nutrition and Dietetics (Q1)"
28;13783;Journal of Voice;journal;08921997, 18734588;0.859;Q1;94;68;184;1506;220;181;1.05;22.15;United States;Northern America;Mosby Inc.;1987-2021;"LPN and LVN (Q1); Otorhinolaryngology (Q1); Speech and Hearing (Q1)"
