Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2000);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;12286;Surface Science Reports;journal;01675729, 1879274X;10.324;Q1;121;11;35;3636;446;35;11.09;330.55;Netherlands;Western Europe;Elsevier;1981-2021;"Condensed Matter Physics (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Metals and Alloys (Q1); Surfaces and Interfaces (Q1); Surfaces, Coatings and Films (Q1)"
2;27130;Progress in Quantum Electronics;journal;00796727;4.438;Q1;66;4;18;785;114;18;5;196.25;United Kingdom;Western Europe;Elsevier Ltd.;1969-1971, 1973-1977, 1979-1985, 1987-2021;"Atomic and Molecular Physics, and Optics (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1); Statistical and Nonlinear Physics (Q1)"
3;26005;IEEE Electron Device Letters;journal;07413106;3.889;Q1;159;195;526;2175;1392;523;2.56;11.15;United States;Northern America;Institute of Electrical and Electronics Engineers Inc.;1980-2021;"Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1)"
4;27035;Progress in Solid State Chemistry;journal;00796786;3.816;Q1;52;2;10;335;59;10;2.71;167.5;United Kingdom;Western Europe;Elsevier Ltd.;1964-1965, 1967, 1971-1973, 1975-1976, 1978-1991, 1993, 1995-2021;"Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1)"
5;17700156430;Handbook of Magnetic Materials;book series;15672719;3.366;Q1;32;0;15;0;52;12;2.1;0;Netherlands;Western Europe;Elsevier;1991, 1993, 1995, 1997-1999, 2001-2003, 2006-2007, 2011-2020;"Atomic and Molecular Physics, and Optics (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1)"
6;20497;Annual Review of Materials Research;book series;15317331, 15454118;3.287;Q1;166;21;58;1944;300;44;4.37;92.57;United States;Northern America;Annual Reviews Inc.;2003-2021;Materials Science (miscellaneous) (Q1)
7;17814;Materials Science and Engineering: R: Reports;journal;0927796X;3.204;Q1;151;13;38;2279;241;38;6.08;175.31;Netherlands;Western Europe;Elsevier BV;1993-2021;"Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1)"
8;19881;Advanced Materials;journal;09359648, 15214095;3.176;Q1;563;415;837;12646;4225;836;5.03;30.47;United States;Northern America;Wiley-Blackwell;1989-2021;"Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Nanoscience and Nanotechnology (Q1)"
9;24085;Progress in Nuclear Magnetic Resonance Spectroscopy;journal;00796565, 18733301;3.036;Q1;109;10;49;3206;308;49;6;320.6;Netherlands;Western Europe;Elsevier;1965-1967, 1969-1973, 1975-1982, 1984-2021;"Analytical Chemistry (Q1); Biochemistry (Q1); Materials Science (miscellaneous) (Q1); Nuclear and High Energy Physics (Q1); Spectroscopy (Q1)"
10;26142;Technical Digest - International Electron Devices Meeting;conference and proceedings;01631918;3.014;-;119;238;678;1586;1297;676;2.01;6.66;United States;Northern America;Institute of Electrical and Electronics Engineers Inc.;1961, 1980-2020;"Condensed Matter Physics; Electrical and Electronic Engineering; Electronic, Optical and Magnetic Materials; Materials Chemistry"
11;29646;Progress in Surface Science;journal;00796816;2.902;Q1;82;18;73;1919;284;71;3.48;106.61;United Kingdom;Western Europe;Elsevier Ltd.;1971-2021;"Condensed Matter Physics (Q1); Surfaces and Interfaces (Q1); Surfaces, Coatings and Films (Q1)"
12;11000153773;Physical Review B - Condensed Matter and Materials Physics;journal;10980121, 1550235X;2.786;Q1;0;0;0;0;0;0;0;0;United States;Northern America;American Physical Society;1970-1972, 1974, 1977-1979, 1981, 1983, 1985-2015;"Condensed Matter Physics (Q1); Electronic, Optical and Magnetic Materials (Q1)"
13;28583;Acta Materialia;journal;13596454;2.675;Q1;316;422;1478;14452;3342;1472;2.18;34.25;United Kingdom;Western Europe;Elsevier Ltd.;1996-2021;"Ceramics and Composites (Q1); Electronic, Optical and Magnetic Materials (Q1); Metals and Alloys (Q1); Polymers and Plastics (Q1)"
14;21100779404;Macromolecules;journal;00249297, 15205835;2.671;Q1;323;1394;3932;48268;14711;3932;3.56;34.63;United States;Northern America;American Chemical Society;1968-2021;"Inorganic Chemistry (Q1); Materials Chemistry (Q1); Organic Chemistry (Q1); Polymers and Plastics (Q1)"
15;28428;Journal of Geophysical Research;journal;01480227, 21562202;2.662;-;312;905;3431;34819;10697;3431;3.05;38.47;United States;Northern America;Wiley-Blackwell;1956, 1959-2012, 2014-2017;"Aquatic Science (Q1); Atmospheric Science (Q1); Earth and Planetary Sciences (miscellaneous) (Q1); Earth-Surface Processes (Q1); Ecology (Q1); Forestry (Q1); Geochemistry and Petrology (Q1); Geophysics (Q1); Oceanography (Q1); Paleontology (Q1); Soil Science (Q1); Space and Planetary Science (Q1); Water Science and Technology (Q1)"
16;21119;International Materials Reviews;journal;09506608, 17432804;2.641;Q1;119;12;29;1353;103;29;2.53;112.75;United Kingdom;Western Europe;Maney Publishing;1987-2021;"Materials Chemistry (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Metals and Alloys (Q1)"
17;26465;Progress in Polymer Science;journal;00796700;2.629;Q1;296;31;96;5469;375;96;3.7;176.42;United Kingdom;Western Europe;Elsevier Ltd.;1967, 1970-1971, 1975, 1977-1978, 1980-1986, 1988-2021;"Ceramics and Composites (Q1); Materials Chemistry (Q1); Organic Chemistry (Q1); Polymers and Plastics (Q1); Surfaces and Interfaces (Q1)"
18;12879;Progress in Optics;book series;00796638;2.503;Q1;51;14;20;2182;65;17;2.92;155.86;Netherlands;Western Europe;Elsevier;1961, 1963-1967, 1969-1974, 1976-1978, 1980-1981, 1983-2005, 2007-2021;"Electronic, Optical and Magnetic Materials (Q1); Surfaces and Interfaces (Q1)"
19;24621;Journal of Molecular Graphics and Modelling;journal;10933263, 18734243;2.343;Q1;76;62;106;1483;329;103;1;23.92;United States;Northern America;Elsevier Inc.;1997-2021;"Computer Graphics and Computer-Aided Design (Q1); Materials Chemistry (Q1); Physical and Theoretical Chemistry (Q1); Spectroscopy (Q1)"
20;21221;MRS Bulletin;journal;08837694, 19381425;2.239;Q1;159;168;324;2288;933;317;2.6;13.62;Switzerland;Western Europe;Springer International Publishing AG;1980, 1982-2021;"Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1)"
21;12500154701;Advances in Atomic, Molecular and Optical Physics;book series;1049250X;2.171;Q1;56;22;18;2191;73;6;4.06;99.59;United States;Northern America;Academic Press Inc.;1965-1966, 1968-1972, 1974, 1976, 1978-1980, 1982-1983, 1985-1986, 1988-1996, 1998-2003, 2005-2021;"Electronic, Optical and Magnetic Materials (Q1); Statistical and Nonlinear Physics (Q1)"
22;12878;Chemistry of Materials;journal;15205002, 08974756;2.169;Q1;393;577;1518;14746;5535;1518;3.49;25.56;United States;Northern America;American Chemical Society;1989-2021;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Materials Chemistry (Q1)"
23;20982;Journal of the American Ceramic Society;journal;15512916, 00027820;2.165;Q1;203;558;1549;13735;3163;1549;1.85;24.61;United States;Northern America;Wiley-Blackwell;1918-2021;"Ceramics and Composites (Q1); Materials Chemistry (Q1)"
24;26970;Journal of Physical Chemistry B;journal;15205207, 15206106;2.138;Q1;401;1637;4554;67625;15651;4553;3.27;41.31;United States;Northern America;American Chemical Society;1997-2021;"Materials Chemistry (Q1); Medicine (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1); Surfaces, Coatings and Films (Q1)"
25;23470;Coordination Chemistry Reviews;journal;00108545;2.098;-;287;178;497;19744;1804;496;3.8;110.92;Netherlands;Western Europe;Elsevier;1966-2022;Chemistry (miscellaneous) (Q1)
