Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2005);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;19434;MMWR Recommendations and Reports;journal;10575987, 15458601;11.642;Q1;148;18;55;109;1285;55;18.31;6.06;United States;Northern America;Centers for Disease Control and Prevention (CDC);1990-2021;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1)"
2;71056;MMWR Surveillance Summaries;journal;15458636, 15460738;10.221;Q1;104;9;33;0;721;33;16.13;0;United States;Northern America;Centers for Disease Control and Prevention (CDC);2002-2021;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1)"
3;58530;National Vital Statistics Reports;journal;15518922, 15518930;10.214;Q1;110;7;37;0;785;37;21.95;0;United States;Northern America;Public Health Services, US Dept of Health and Human Services;1998-2021;Life-span and Life-course Studies (Q1)
4;16036;Administrative Science Quarterly;journal;00018392, 19303815;6.794;Q1;191;18;54;1711;317;53;4.25;95.06;United States;Northern America;Johnson School at Cornell University;1975-1987, 1989-1990, 1993-1994, 1996-2021;"Arts and Humanities (miscellaneous) (Q1); Public Administration (Q1); Sociology and Political Science (Q1)"
5;15574;Information Systems Research;journal;15265536, 10477047;5.347;Q1;168;26;72;1040;726;66;4.95;40;United States;Northern America;INFORMS Institute for Operations Research and the Management Sciences;1990-2021;"Computer Networks and Communications (Q1); Information Systems (Q1); Information Systems and Management (Q1); Library and Information Sciences (Q1); Management Information Systems (Q1)"
6;30039;Journal of Personality and Social Psychology;journal;00223514;5.001;Q1;392;133;456;8971;2610;454;5.1;67.45;United States;Northern America;American Psychological Association;1965-2021;"Social Psychology (Q1); Sociology and Political Science (Q1)"
7;16512;Review of Educational Research;journal;00346543, 19351046;4.652;Q1;163;15;41;1625;239;39;4.12;108.33;United States;Northern America;SAGE Publications Inc.;1931-2021;Education (Q1)
8;15557;American Political Science Review;journal;15375943, 00030554;4.557;Q1;182;46;134;2298;585;125;4.37;49.96;United Kingdom;Western Europe;Cambridge University Press;1906-2021;"Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
9;16929;American Sociological Review;journal;00031224, 19398271;4.551;Q1;208;45;117;3603;545;117;3.78;80.07;United States;Northern America;American Sociological Association;1965-2021;Sociology and Political Science (Q1)
10;17700156441;Handbook of Public Economics;book series;15734420;4.549;Q1;23;0;25;0;40;9;0;0;Netherlands;Western Europe;Elsevier;1985, 1987, 2002, 2013;"Economics and Econometrics (Q1); Finance (Q1); Sociology and Political Science (Q1)"
