Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2012);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;20651;Annual Review of Immunology;journal;15453278, 07320582;38.095;Q1;309;28;69;4875;3940;69;41.56;174.11;United States;Northern America;Annual Reviews Inc.;1983-2021;"Immunology (Q1); Immunology and Allergy (Q1)"
2;28773;Ca-A Cancer Journal for Clinicians;journal;15424863, 00079235;36.872;Q1;182;35;109;2848;8770;95;98.26;81.37;United States;Northern America;Wiley-Blackwell;1950-2021;"Hematology (Q1); Oncology (Q1)"
3;20095;Vital and health statistics. Series 23, Data from the National Survey of Family Growth;book series;02785234;21.115;Q1;13;1;4;27;163;4;40.75;27;United States;Northern America;US Center for Health Statistics;1979-1982, 1986-1988, 1995-1998, 2001-2006, 2008, 2010-2012;"Family Practice (Q1); Public Health, Environmental and Occupational Health (Q1)"
4;24004;Physiological Reviews;journal;15221210, 00319333;18.955;Q1;358;39;98;19677;3590;98;34.05;504.54;United States;Northern America;American Physiological Society;1945-2021;"Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Physiology (Q1); Physiology (medical) (Q1)"
5;21315;Nature Immunology;journal;15292908, 15292916;18.857;-;403;282;618;7681;11414;522;18.44;27.24;United Kingdom;Western Europe;Nature Publishing Group;2000-2021;Immunology (Q1)
6;18991;Nature Reviews Genetics;journal;14710056, 14710064;17.947;Q1;384;149;540;7600;10534;390;19.24;51.01;United Kingdom;Western Europe;Nature Publishing Group;2000-2021;"Genetics (Q1); Genetics (clinical) (Q1); Molecular Biology (Q1)"
7;29093;Cancer Cell;journal;15356108, 18783686;16.267;Q1;359;168;446;6530;8231;444;17.92;38.87;United States;Northern America;Cell Press;2002-2021;"Cancer Research (Q1); Cell Biology (Q1); Oncology (Q1)"
8;20798;Immunity;journal;10974180, 10747613;15.902;Q1;417;226;608;9913;10611;598;15.92;43.86;United States;Northern America;Cell Press;1994-2021;"Immunology (Q1); Immunology and Allergy (Q1); Infectious Diseases (Q1)"
9;22214;Genome Research;journal;15495469, 10889051;14.306;Q1;305;237;614;13162;10217;607;15.68;55.54;United States;Northern America;Cold Spring Harbor Laboratory Press;1991-2021;"Genetics (Q1); Genetics (clinical) (Q1)"
10;12464;Nature Reviews Cancer;journal;1474175X, 14741768;14.061;Q1;462;179;575;9822;9725;423;14.54;54.87;United Kingdom;Western Europe;Nature Publishing Group;2001-2021;"Cancer Research (Q1); Oncology (Q1)"
11;15847;New England Journal of Medicine;journal;00284793, 15334406;13.984;Q1;1079;1504;4766;17133;73249;2177;14.73;11.39;United States;Northern America;Massachussetts Medical Society;1945-2021;Medicine (miscellaneous) (Q1)
12;11300153736;Annual Review of Pathology: Mechanisms of Disease;journal;15534006, 15534014;13.825;Q1;132;18;56;2764;1507;56;29.53;153.56;United States;Northern America;Annual Reviews Inc.;2006-2021;"Medicine (miscellaneous) (Q1); Pathology and Forensic Medicine (Q1); Plant Science (Q1)"
13;21318;Nature Reviews Immunology;journal;14741741, 14741733;12.601;Q1;417;167;561;8289;8291;410;13.87;49.63;United Kingdom;Western Europe;Nature Publishing Group;2001-2021;"Immunology (Q1); Medicine (miscellaneous) (Q1)"
14;21272;Journal of Experimental Medicine;journal;00221007, 15409538;12.588;Q1;462;194;739;9726;11056;700;14.47;50.13;United States;Northern America;Rockefeller University Press;1909-1910, 1929, 1938, 1945-2021;"Immunology (Q1); Immunology and Allergy (Q1); Medicine (miscellaneous) (Q1)"
15;22657;Accounts of Chemical Research;journal;00014842, 15204898;12.299;Q1;415;204;463;10224;11531;453;21.39;50.12;United States;Northern America;American Chemical Society;1968-2021;"Chemistry (miscellaneous) (Q1); Medicine (miscellaneous) (Q1)"
16;12354;Lancet Oncology, The;journal;14702045, 14745488;12.281;Q1;355;405;872;8459;10085;319;11.05;20.89;United Kingdom;Western Europe;Lancet Publishing Group;2000-2021;Oncology (Q1)
17;16860;Lancet Neurology, The;journal;14744465, 14744422;11.084;Q1;315;220;683;7371;8211;254;11.69;33.5;United Kingdom;Western Europe;Lancet Publishing Group;2002-2021;Neurology (clinical) (Q1)
18;21708;Annual Review of Genomics and Human Genetics;journal;15278204, 1545293X;10.583;Q1;121;20;59;2402;946;59;11.28;120.1;United States;Northern America;Annual Reviews Inc.;2000-2021;"Genetics (Q1); Genetics (clinical) (Q1); Molecular Biology (Q1)"
19;29709;Reports on Progress in Physics;journal;13616633, 00344885;10.055;Q1;223;67;133;15752;2169;132;14.22;235.1;United Kingdom;Western Europe;IOP Publishing Ltd.;1934-1942, 1944, 1947, 1949-2021;"Medicine (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1)"
20;20278;Microbiology and Molecular Biology Reviews;journal;10985557, 10922172;9.923;-;256;29;80;9233;1419;78;18.08;318.38;United States;Northern America;American Society for Microbiology;1997-2021;"Immunology and Microbiology (miscellaneous)  (Q1); Molecular Biology (Q1)"
21;18555;Journal of Cell Biology;journal;15408140, 00219525;9.304;Q1;394;366;1208;17647;11792;1081;10.04;48.22;United States;Northern America;Rockefeller University Press;1961-2021;"Cell Biology (Q1); Medicine (miscellaneous) (Q1)"
22;29949;Journal of Clinical Oncology;journal;15277755, 0732183X;9.281;Q1;574;1043;3637;28133;44638;2458;11.2;26.97;United States;Northern America;American Society of Clinical Oncology;1983-2021;"Cancer Research (Q1); Medicine (miscellaneous) (Q1); Oncology (Q1)"
23;15870;Journal of Clinical Investigation;journal;00219738, 15588238;9.108;Q1;505;480;1304;24092;16716;1075;11.81;50.19;United States;Northern America;The American Society for Clinical Investigation;1945-2021;Medicine (miscellaneous) (Q1)
24;22471;Lancet Infectious Diseases, The;journal;14744457, 14733099;9.044;Q1;255;275;583;6301;4577;193;8.2;22.91;United Kingdom;Western Europe;Lancet Publishing Group;2001-2021;Infectious Diseases (Q1)
25;19614;Annual Review of Microbiology;journal;00664227, 15453251;9.041;-;199;25;90;2951;1469;90;14.21;118.04;United States;Northern America;Annual Reviews Inc.;1948, 1950-1958, 1960, 1962-2020;Microbiology (Q1)
26;73008;Vital and health statistics. Series 2, Data evaluation and methods research;journal;00832057, 23330872;8.901;Q1;28;23;3;1015;34;3;11.33;44.13;United States;Northern America;U.S. National Center for Health Statistics;1965, 1970, 1977-1982, 1985-1989, 1991-1994, 1996-2001, 2003-2006, 2008, 2010-2021;"Health Information Management (Q1); Medicine (miscellaneous) (Q1); Statistics and Probability (Q1)"
27;16590;Lancet, The;journal;01406736, 1474547X;8.868;Q1;807;1783;5028;24973;37964;1235;7.51;14.01;United Kingdom;Western Europe;Elsevier Ltd.;1823-2021;Medicine (miscellaneous) (Q1)
28;20810;Immunological Reviews;journal;01052896, 1600065X;8.842;Q1;234;108;345;15017;4858;331;13.75;139.05;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1969-2021;"Immunology (Q1); Immunology and Allergy (Q1)"
29;22401;Journal of the American College of Cardiology;journal;15583597, 07351097;8.667;Q1;451;904;2730;21445;24295;1618;8.43;23.72;United States;Northern America;Elsevier USA;1983-2021;Cardiology and Cardiovascular Medicine (Q1)
30;15819;Nature Medicine;journal;1546170X, 10788956;8.525;Q1;576;464;1428;11553;13688;957;8.57;24.9;United Kingdom;Western Europe;Nature Publishing Group;1995-2021;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Medicine (miscellaneous) (Q1)"
31;17435;EMBO Journal;journal;02614189, 14602075;8.427;Q1;405;391;1153;20331;11072;1145;9.28;52;Germany;Western Europe;Wiley-Blackwell;1982-2021;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Neuroscience (miscellaneous) (Q1)"
32;4700152228;Molecular Systems Biology;journal;17444292;8.164;Q1;156;66;319;3526;3629;310;11.53;53.42;United States;Northern America;Wiley-Blackwell;2005-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Applied Mathematics (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Computational Theory and Mathematics (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Information Systems (Q1); Medicine (miscellaneous) (Q1)"
33;26555;Annual Review of Physical Chemistry;journal;0066426X, 15451593;8.159;-;174;30;77;3391;1150;76;13.92;113.03;United States;Northern America;Annual Reviews Inc.;1975, 1983, 1985, 1988-2021;Physical and Theoretical Chemistry (Q1)
34;19434;MMWR Recommendations and Reports;journal;10575987, 15458601;8.09;Q1;148;3;10;0;303;10;29.4;0;United States;Northern America;Centers for Disease Control and Prevention (CDC);1990-2021;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1)"
35;19651;Clinical Microbiology Reviews;journal;08938512, 10986618;8.087;Q1;296;28;103;8915;2277;94;21.37;318.39;United States;Northern America;American Society for Microbiology;1988-2021;"Epidemiology (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Infectious Diseases (Q1); Microbiology (medical) (Q1); Public Health, Environmental and Occupational Health (Q1)"
36;21100228547;JAMA Psychiatry;journal;21686238, 2168622X;8.065;Q1;380;147;446;7248;6519;401;14.41;49.31;United States;Northern America;American Medical Association;2013-2021;"Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)"
37;4700152457;Nano Today;journal;17480132;7.995;Q1;155;65;176;4074;2276;128;11.47;62.68;Netherlands;Western Europe;Elsevier;1970, 2006-2021;"Bioengineering (Q1); Biomedical Engineering (Q1); Biotechnology (Q1); Materials Science (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1); Pharmaceutical Science (Q1)"
38;71709;Rhinology. Supplement;journal;10130047;7.994;Q1;5;1;2;0;35;2;17.5;0;Netherlands;Western Europe;Internationl Rhinologic Society;1987-1989, 1991-1992, 1999-2001, 2005, 2010, 2012, 2014, 2017;Medicine (miscellaneous) (Q1)
39;22581;Circulation;journal;00097322, 15244539;7.886;Q1;630;1087;3013;33765;33193;2171;10.78;31.06;United States;Northern America;Lippincott Williams and Wilkins Ltd.;1950-2021;"Cardiology and Cardiovascular Medicine (Q1); Physiology (medical) (Q1)"
40;21677;American Journal of Human Genetics;journal;15376605, 00029297;7.814;Q1;310;266;548;8901;6258;485;11.11;33.46;United States;Northern America;Cell Press;1950-2021;"Genetics (Q1); Genetics (clinical) (Q1)"
41;27498;Annual Review of Medicine;journal;1545326X, 00664219;7.813;Q1;165;35;99;2486;1704;99;17.87;71.03;United States;Northern America;Annual Reviews Inc.;1950-1958, 1960-2021;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Medicine (miscellaneous) (Q1)"
42;20313;Nature Reviews Microbiology;journal;17401534, 17401526;7.599;-;323;174;570;8301;5908;416;9.95;47.71;United Kingdom;Western Europe;Nature Publishing Group;2003-2021;Immunology and Microbiology (miscellaneous)  (Q1)
43;19700174677;Science Translational Medicine;journal;19466234, 19466242;7.562;Q1;242;513;942;10960;5551;406;6.01;21.36;United States;Northern America;American Association for the Advancement of Science;2009-2021;Medicine (miscellaneous) (Q1)
44;4000151808;PLoS Genetics;journal;15537390, 15537404;7.403;Q1;244;717;1510;42898;14993;1496;9.2;59.83;United States;Northern America;Public Library of Science;2005-2021;"Cancer Research (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1); Genetics (clinical) (Q1); Molecular Biology (Q1)"
