Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2007);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
1;12010;"Annual Review of Psychology";journal;"00664308, 15452085";7,160;Q1;216;25;73;3802;1129;73;14,80;152,08;United States;"Annual Reviews Inc.";"1950-1958, 1960-1963, 1965-ongoing";"Psychology (miscellaneous) (Q1)"
2;15359;"Trends in Cognitive Sciences";journal;"13646613";6,771;Q1;276;93;323;4232;2985;274;9,79;45,51;Netherlands;"Elsevier BV";"1997-ongoing";"Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Neuropsychology and Physiological Psychology (Q1)"
3;4100151532;"Advances in Experimental Social Psychology";book series;"00652601";6,385;Q1;78;7;16;1228;136;16;8,10;175,43;United States;"Elsevier Inc.";"1964, 1966-1967, 1969-1970, 1972, 1974-1984, 1986-1992, 1994-ongoing";"Social Psychology (Q1)"
4;13443;"Psychological Bulletin";journal;"00332909";5,965;Q1;272;35;135;7084;1599;133;9,60;202,40;United States;"American Psychological Association";"1904-ongoing";"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
5;13467;"Psychological Review";journal;"0033295X";5,646;Q1;192;47;144;4482;1133;142;5,84;95,36;United States;"American Psychological Association";"1894-ongoing";"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
6;30039;"Journal of Personality and Social Psychology";journal;"00223514";5,221;Q1;328;112;392;8002;2246;387;4,92;71,45;United States;"American Psychological Association";"1965-ongoing";"Social Psychology (Q1); Sociology and Political Science (Q1)"
7;15478;"Journal of Experimental Psychology: General";journal;"00963445";5,095;Q1;138;24;109;1391;709;107;5,11;57,96;United States;"American Psychological Association";"1975-ongoing";"Developmental Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1); Psychology (miscellaneous) (Q1)"
8;12812;"Personality and Social Psychology Review";journal;"10888683, 15327957";4,821;Q1;134;19;62;2517;369;61;6,27;132,47;United States;"SAGE Publications";"1997-ongoing";"Social Psychology (Q1)"
9;13461;"Psychological Methods";journal;"1082989X";4,647;Q1;131;16;87;764;369;86;3,23;47,75;United States;"American Psychological Association";"1996-ongoing";"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
10;13969;"Psychological Science in the Public Interest, Supplement";journal;"15291006";4,608;Q1;48;6;18;842;113;10;6,00;140,33;United States;"SAGE Publications Inc.";"2000-ongoing";"Psychology (miscellaneous) (Q1)"
11;18045;"Neuroscience and Biobehavioral Reviews";journal;"01497634";4,366;Q1;209;85;243;11043;2133;231;8,67;129,92;United Kingdom;"Elsevier Ltd.";"1978-ongoing";"Behavioral Neuroscience (Q1); Cognitive Neuroscience (Q1); Neuropsychology and Physiological Psychology (Q1)"
12;15370;"Journal of Abnormal Psychology";journal;"0021843X";3,957;Q1;174;62;228;3818;1227;224;4,70;61,58;United States;"American Psychological Association";"1948-1959, 1963-ongoing";"Biological Psychiatry (Q1); Clinical Psychology (Q1); Developmental and Educational Psychology (Q1); Psychiatry and Mental Health (Q1)"
13;15388;"Journal of Applied Psychology";journal;"00219010";3,842;Q1;249;120;285;9516;1293;285;3,78;79,30;United States;"American Psychological Association";"1917-ongoing";"Applied Psychology (Q1)"
14;12872;"Cognitive Psychology";journal;"10955623, 00100285";3,784;Q1;108;21;59;1640;241;58;4,05;78,10;United States;"Elsevier Inc.";"1970-ongoing";"Artificial Intelligence (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Linguistics and Language (Q1); Neuropsychology and Physiological Psychology (Q1)"
15;13468;"Psychological Science";journal;"09567976, 14679280";3,508;Q1;227;198;461;4785;2243;453;4,14;24,17;United States;"SAGE Publications";"1990-ongoing";"Psychology (miscellaneous) (Q1)"
