Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2005);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;24408;Clinical Oral Implants Research;journal;16000501, 09057161;2.275;Q1;171;95;282;3275;894;281;2.59;34.47;Denmark;Western Europe;Blackwell Munksgaard;1990-2021;Oral Surgery (Q1)
2;24403;Clinical Implant Dentistry and Related Research;journal;15230899;2.27;Q1;90;45;103;1358;305;100;3.07;30.18;United States;Northern America;Wiley-Blackwell;1999-2021;"Dentistry (miscellaneous) (Q1); Oral Surgery (Q1)"
3;25660;Journal of Adhesive Dentistry;journal;14615185;1.805;Q1;72;44;119;1393;328;112;2.26;31.66;United States;Northern America;Quintessence Publishing Company;1999-2021;"Oral Surgery (Q1); Orthodontics (Q1); Periodontics (Q1)"
4;25615;International Journal of Oral and Maxillofacial Implants;journal;08822786;1.589;Q1;145;104;338;3111;727;320;1.78;29.91;United States;Northern America;Quintessence Publishing Company;1986-2021;"Medicine (miscellaneous) (Q1); Oral Surgery (Q1)"
5;24428;Critical Reviews in Oral Biology and Medicine;journal;15441113, 10454411;1.54;Q1;108;0;110;0;482;95;4.1;0;United States;Northern America;International and American Associations for Dental Research;1990-2004;"Dentistry (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Otorhinolaryngology (Q1)"
6;22913;Periodontology 2000;journal;09066713, 16000757;1.514;Q1;132;28;113;2975;429;110;2.72;106.25;Denmark;Western Europe;Blackwell Munksgaard;1993-2021;Periodontics (Q1)
7;22812;Operative Dentistry;journal;03617734, 15592863;1.444;Q1;86;111;332;3243;692;317;1.88;29.22;United States;Northern America;Indiana University School of Dentistry;1976-2021;Dentistry (miscellaneous) (Q1)
8;24936;Dental Materials;journal;01095641, 18790097;1.391;Q1;159;145;316;4384;859;314;2.4;30.23;United Kingdom;Western Europe;Elsevier Science;1985-2021;"Dentistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Mechanics of Materials (Q1)"
9;25610;International Endodontic Journal;journal;13652591, 01432885;1.318;Q1;127;121;353;3181;674;348;1.75;26.29;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1967-1972, 1974-2021;Dentistry (miscellaneous) (Q1)
10;25637;International Journal of Prosthodontics;journal;11399791, 08932174;1.274;Q1;99;94;323;2016;497;307;1.38;21.45;United States;Northern America;Quintessence Publishing Company;1988-2021;"Medicine (miscellaneous) (Q1); Oral Surgery (Q1)"
