Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2010);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;20651;Annual Review of Immunology;journal;15453278, 07320582;41.794;Q1;309;22;75;4199;3892;74;52.98;190.86;United States;Northern America;Annual Reviews Inc.;1983-2021;"Immunology (Q1); Immunology and Allergy (Q1)"
2;21315;Nature Immunology;journal;15292908, 15292916;18.629;Q1;403;193;647;7696;11096;564;16.82;39.88;United Kingdom;Western Europe;Nature Publishing Group;2000-2021;Immunology (Q1)
3;20798;Immunity;journal;10974180, 10747613;18.565;Q1;417;196;600;9247;10589;570;18.05;47.18;United States;Northern America;Cell Press;1994-2021;"Immunology (Q1); Immunology and Allergy (Q1); Infectious Diseases (Q1)"
4;21272;Journal of Experimental Medicine;journal;00221007, 15409538;13.544;Q1;462;250;858;11550;13126;806;14.51;46.2;United States;Northern America;Rockefeller University Press;1909-1910, 1929, 1938, 1945-2021;"Immunology (Q1); Immunology and Allergy (Q1); Medicine (miscellaneous) (Q1)"
5;21318;Nature Reviews Immunology;journal;14741741, 14741733;11.334;Q1;417;186;591;7661;8736;539;14.81;41.19;United Kingdom;Western Europe;Nature Publishing Group;2001-2021;"Immunology (Q1); Medicine (miscellaneous) (Q1)"
6;20278;Microbiology and Molecular Biology Reviews;journal;10985557, 10922172;9.801;Q1;256;26;85;5903;1263;83;12.69;227.04;United States;Northern America;American Society for Microbiology;1997-2021;"Immunology and Microbiology (miscellaneous)  (Q1); Molecular Biology (Q1)"
7;16115;Nature Biotechnology;journal;15461696, 10870156;9.62;Q1;463;366;1169;5980;10547;613;8.98;16.34;United Kingdom;Western Europe;Nature Publishing Group;1989-2021;"Applied Microbiology and Biotechnology (Q1); Bioengineering (Q1); Biomedical Engineering (Q1); Biotechnology (Q1); Molecular Medicine (Q1)"
8;17435;EMBO Journal;journal;02614189, 14602075;9.481;Q1;405;359;1087;18942;10361;1083;9.65;52.76;Germany;Western Europe;Wiley-Blackwell;1982-2021;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Neuroscience (miscellaneous) (Q1)"
9;19614;Annual Review of Microbiology;journal;00664227, 15453251;9.253;Q1;199;30;82;3114;1122;80;12.93;103.8;United States;Northern America;Annual Reviews Inc.;1948, 1950-1958, 1960, 1962-2020;Microbiology (Q1)
10;20810;Immunological Reviews;journal;01052896, 1600065X;8.966;Q1;234;116;357;15981;4632;340;13.6;137.77;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1969-2021;"Immunology (Q1); Immunology and Allergy (Q1)"
11;12977;PLoS Biology;journal;15449173, 15457885;7.847;Q1;281;287;847;12708;8922;813;9.57;44.28;United States;Northern America;Public Library of Science;2003-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Neuroscience (miscellaneous) (Q1)"
