Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2017);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
1;12010;"Annual Review of Psychology";journal;"00664308, 15452085";12,027;Q1;216;26;89;3636;2310;89;25,13;139,85;United States;"Annual Reviews Inc.";"1950-1958, 1960-1963, 1965-ongoing";"Psychology (miscellaneous) (Q1)"
2;13443;"Psychological Bulletin";journal;"00332909";8,793;Q1;272;49;158;12074;2703;143;13,90;246,41;United States;"American Psychological Association";"1904-ongoing";"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
3;4600151524;"Annual Review of Clinical Psychology";book series;"15485951, 15485943";7,903;Q1;103;23;66;3045;1052;64;14,92;132,39;United States;"Annual Reviews Inc.";"2005-ongoing";"Clinical Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)"
4;15359;"Trends in Cognitive Sciences";journal;"13646613";7,049;Q1;276;108;358;8288;3834;275;12,14;76,74;Netherlands;"Elsevier BV";"1997-ongoing";"Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Neuropsychology and Physiological Psychology (Q1)"
5;13969;"Psychological Science in the Public Interest, Supplement";journal;"15291006";6,993;Q1;48;9;19;899;325;16;16,36;99,89;United States;"SAGE Publications Inc.";"2000-ongoing";"Psychology (miscellaneous) (Q1)"
6;12812;"Personality and Social Psychology Review";journal;"10888683, 15327957";6,495;Q1;134;16;53;3256;630;52;12,06;203,50;United States;"SAGE Publications";"1997-ongoing";"Social Psychology (Q1)"
7;4100151532;"Advances in Experimental Social Psychology";book series;"00652601";5,390;Q1;78;10;30;2128;259;0;0,00;212,80;United States;"Elsevier Inc.";"1964, 1966-1967, 1969-1970, 1972, 1974-1984, 1986-1992, 1994-ongoing";"Social Psychology (Q1)"
8;19700182323;"Perspectives on Psychological Science";journal;"17456916, 17456924";5,260;Q1;115;97;217;8068;1991;201;9,59;83,18;United States;"SAGE Publications";"2006-ongoing";"Psychology (miscellaneous) (Q1)"
9;12854;"Clinical Psychology Review";journal;"02727358";5,226;Q1;181;86;204;9259;2239;198;10,06;107,66;United Kingdom;"Elsevier Ltd.";"1981-ongoing";"Clinical Psychology (Q1); Psychiatry and Mental Health (Q1)"
10;12817;"Personnel Psychology";journal;"00315826";4,733;Q1;124;23;77;2518;516;69;6,43;109,48;United States;"Wiley-Blackwell";"1948-ongoing";"Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1)"
11;15388;"Journal of Applied Psychology";journal;"00219010";4,694;Q1;249;118;325;12926;1961;309;5,63;109,54;United States;"American Psychological Association";"1917-ongoing";"Applied Psychology (Q1)"
12;13456;"Psychological Inquiry";journal;"15327965, 1047840X";4,643;Q1;71;43;148;2253;456;28;34,90;52,40;United States;"Lawrence Erlbaum Associates Inc.";"1990-1996, 1998-ongoing";"Psychology (miscellaneous) (Q1)"
13;13467;"Psychological Review";journal;"0033295X";4,640;Q1;192;37;109;4089;744;93;7,39;110,51;United States;"American Psychological Association";"1894-ongoing";"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
14;30039;"Journal of Personality and Social Psychology";journal;"00223514";4,302;Q1;328;110;361;8953;2458;345;6,40;81,39;United States;"American Psychological Association";"1965-ongoing";"Social Psychology (Q1); Sociology and Political Science (Q1)"
15;18045;"Neuroscience and Biobehavioral Reviews";journal;"01497634";4,220;Q1;209;340;757;51508;6945;716;8,40;151,49;United Kingdom;"Elsevier Ltd.";"1978-ongoing";"Behavioral Neuroscience (Q1); Cognitive Neuroscience (Q1); Neuropsychology and Physiological Psychology (Q1)"
16;13468;"Psychological Science";journal;"09567976, 14679280";4,128;Q1;227;187;671;5920;4464;611;6,55;31,66;United States;"SAGE Publications";"1990-ongoing";"Psychology (miscellaneous) (Q1)"
17;13461;"Psychological Methods";journal;"1082989X";4,020;Q1;131;48;108;3144;625;101;5,84;65,50;United States;"American Psychological Association";"1996-ongoing";"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
18;19181;"Psychotherapy and Psychosomatics";journal;"00333190, 14230348";3,962;Q1;86;61;203;1694;886;98;10,24;27,77;Switzerland;"S. Karger AG";"1965-ongoing";"Applied Psychology (Q1); Clinical Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)"
19;13564;"Educational Psychologist";journal;"15326985, 00461520";3,887;Q1;110;22;66;2010;485;57;6,17;91,36;United States;"Lawrence Erlbaum Associates Inc.";"1963-ongoing";"Developmental and Educational Psychology (Q1)"
20;13477;"Current Directions in Psychological Science";journal;"14678721, 09637214";3,805;Q1;143;83;225;3384;1612;218;5,62;40,77;United States;"SAGE Publications";"1992-ongoing";"Developmental and Educational Psychology (Q1); Psychology (miscellaneous) (Q1)"
21;18014;"Neuropsychology Review";journal;"15736660, 10407308";3,574;Q1;80;28;90;2607;595;76;5,38;93,11;United States;"Kluwer Academic/Plenum Publishers";"1990-1992, 1994-ongoing";"Neuropsychology and Physiological Psychology (Q1)"
22;19400158464;"Health Psychology Review";journal;"17437202, 17437199";3,488;Q1;38;34;114;1708;740;69;11,56;50,24;United Kingdom;"Routledge, Taylor & Francis Group";"2007, 2009-ongoing";"Clinical Psychology (Q1); Psychiatry and Mental Health (Q1)"
23;13455;"Learning and Instruction";journal;"09594752";3,432;Q1;98;73;183;3953;1020;176;4,73;54,15;United Kingdom;"Elsevier Ltd.";"1991-ongoing";"Developmental and Educational Psychology (Q1); Education (Q1)"
24;21100274406;"Clinical Psychological Science";journal;"21677034, 21677026";3,281;Q1;34;96;217;5538;1200;206;4,67;57,69;United States;"SAGE Publications Inc.";"2013-ongoing";"Clinical Psychology (Q1)"
25;18742;"Psychological Medicine";journal;"14698978, 00332917";3,274;Q1;188;259;940;12670;5129;874;5,60;48,92;United Kingdom;"Cambridge University Press";"1970-ongoing";"Applied Psychology (Q1); Psychiatry and Mental Health (Q1)"
