Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2018);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;25491;Diabetes Care;journal;19355548, 01495992;6.085;Q1;380;473;1293;14246;11825;879;9.03;30.12;United States;Northern America;American Diabetes Association Inc.;1978-2021;"Advanced and Specialized Nursing (Q1); Endocrinology, Diabetes and Metabolism (Q1); Internal Medicine (Q1)"
2;29993;Annual Review of Nutrition;journal;01999885, 15454312;4.28;Q1;166;20;64;2584;690;64;8.91;129.2;United States;Northern America;Annual Reviews Inc.;1981-2020;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
3;20618;Stroke;journal;15244628, 00392499;3.422;Q1;330;601;1982;14106;10227;1646;4.76;23.47;United States;Northern America;Lippincott Williams and Wilkins Ltd.;1970-2021;"Advanced and Specialized Nursing (Q1); Cardiology and Cardiovascular Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q1)"
4;29990;American Journal of Clinical Nutrition;journal;19383207, 00029165;3.264;Q1;351;300;1242;11192;7203;982;5.33;37.31;United States;Northern America;American Society for Nutrition;1952-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
5;19064;Resuscitation;journal;18731570, 03009572;3.183;Q1;139;424;1161;10139;4551;789;2.95;23.91;Ireland;Western Europe;Elsevier Ireland Ltd;1972-1976, 1978-2021;"Cardiology and Cardiovascular Medicine (Q1); Emergency Medicine (Q1); Emergency Nursing (Q1)"
6;21100854855;Clinical and Translational Immunology;journal;20500068;3.032;Q1;39;29;89;1697;547;83;7.14;58.52;United Kingdom;Western Europe;"John Wiley &amp; Sons Inc.";2012-2021;Nursing (miscellaneous) (Q1)
7;14875;International Journal of Behavioral Nutrition and Physical Activity;journal;14795868;2.967;Q1;129;126;471;6906;3256;463;6.35;54.81;United Kingdom;Western Europe;BioMed Central Ltd.;2004-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1)"
8;21100202730;Advances in Nutrition;journal;21565376, 21618313;2.678;Q1;103;75;305;5997;2218;268;7.2;79.96;United States;Northern America;American Society for Nutrition;2010-2021;"Food Science (Q1); Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
9;12697;International Journal of Obesity;journal;03070565, 14765497;2.415;Q1;234;241;784;10205;3930;748;4.32;42.34;United Kingdom;Western Europe;Nature Publishing Group;1977-2021;"Endocrinology, Diabetes and Metabolism (Q1); Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
10;13345;Nutrition Reviews;journal;00296643, 17534887;2.319;Q1;160;68;221;6261;1438;215;6.09;92.07;United States;Northern America;Oxford University Press;1942-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
11;68935;Nutrition Research Reviews;journal;09544224, 14752700;2.248;Q1;88;21;47;3112;300;45;5.54;148.19;United Kingdom;Western Europe;Cambridge University Press;1988-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
12;12716;Journal of Nutrition;journal;15416100, 00223166;2.179;Q1;276;259;974;10958;4712;929;4.44;42.31;United States;Northern America;American Society for Nutrition;1945-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
13;6300153105;Current Opinion in HIV and AIDS;journal;1746630X;2.172;Q1;69;75;252;2965;1023;239;4.08;39.53;United States;Northern America;Lippincott Williams and Wilkins Ltd.;2007-2021;"Hematology (Q1); Immunology (Q1); Infectious Diseases (Q1); Oncology (Q1); Oncology (nursing) (Q1); Virology (Q1)"
14;12066;Journal of the American Medical Directors Association;journal;15258610, 15389375;2.123;Q1;102;240;830;7462;3323;594;3.64;31.09;United States;Northern America;Elsevier Inc.;2001-2021;"Geriatrics and Gerontology (Q1); Health Policy (Q1); Medicine (miscellaneous) (Q1); Nursing (miscellaneous) (Q1)"
15;4700152825;Obesity;journal;19307381;2.118;Q1;209;276;1028;9650;3945;916;3.45;34.96;United States;Northern America;Wiley-Blackwell;2006-2021;"Endocrinology (Q1); Endocrinology, Diabetes and Metabolism (Q1); Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
16;21100201916;Pediatric obesity;journal;20476302, 20476310;1.967;Q1;73;112;242;2873;916;237;3.58;25.65;United Kingdom;Western Europe;Wiley-Blackwell for the International Association for the Study of Obesity;2012-2021;"Health Policy (Q1); Nutrition and Dietetics (Q1); Pediatrics, Perinatology and Child Health (Q1); Public Health, Environmental and Occupational Health (Q1)"
17;11500153509;Journal of Oncology Practice;journal;15547477, 1935469X;1.92;Q1;0;0;0;0;0;0;0;0;United States;Northern America;American Society of Clinical Oncology;2007-2020;"Health Policy (Q1); Oncology (Q1); Oncology (nursing) (Q1)"
18;5400152645;Journal of Cancer Survivorship;journal;19322267, 19322259;1.908;Q1;67;81;245;3638;1072;244;3.99;44.91;United States;Northern America;Springer New York;2007-2021;"Oncology (Q1); Oncology (nursing) (Q1)"
19;30050;Clinical Nutrition;journal;15321983, 02615614;1.896;Q1;150;347;710;13633;3490;586;4.76;39.29;United States;Northern America;Churchill Livingstone;1982-2021;"Critical Care and Intensive Care Medicine (Q1); Nutrition and Dietetics (Q1)"
20;29070;Gerontologist, The;journal;17585341, 00169013;1.837;Q1;146;174;446;7324;1761;441;3.21;42.09;United States;Northern America;Oxford University Press;1961-2021;"Geriatrics and Gerontology (Q1); Gerontology (Q1); Medicine (miscellaneous) (Q1)"
21;29561;Journals of Gerontology - Series B Psychological Sciences and Social Sciences;journal;10795014, 17585368;1.781;Q1;159;176;330;7569;1132;312;3.07;43.01;United States;Northern America;Gerontological Society of America;1995-2021;"Clinical Psychology (Q1); Geriatrics and Gerontology (Q1); Gerontology (Q1); Medicine (miscellaneous) (Q1); Social Psychology (Q1)"
22;23140;Current Opinion in Lipidology;journal;14736535, 09579672;1.734;Q1;129;81;268;3746;918;197;3.44;46.25;United States;Northern America;Lippincott Williams and Wilkins Ltd.;1990-2021;"Cardiology and Cardiovascular Medicine (Q1); Endocrinology, Diabetes and Metabolism (Q1); Genetics (Q1); Nutrition and Dietetics (Q1); Cell Biology (Q2); Molecular Biology (Q2)"
23;21100198495;Journal of the Academy of Nutrition and Dietetics;journal;22122672;1.651;Q1;181;216;626;8419;1934;548;2.68;38.98;United States;Northern America;Elsevier USA;2012-2021;"Food Science (Q1); Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
24;16790;Journal of Pain and Symptom Management;journal;18736513, 08853924;1.626;Q1;147;344;770;11104;2452;678;2.91;32.28;United States;Northern America;Elsevier Inc.;1986-2021;"Anesthesiology and Pain Medicine (Q1); Neurology (clinical) (Q1); Nursing (miscellaneous) (Q1)"
25;28137;International Journal of Nursing Studies;journal;1873491X, 00207489;1.556;Q1;121;201;581;9999;2495;503;3.6;49.75;United Kingdom;Western Europe;Elsevier Ltd.;1963-2021;Nursing (miscellaneous) (Q1)
26;30025;British Journal of Nutrition;journal;00071145, 14752662;1.53;Q1;198;296;1198;14485;4790;1155;3.4;48.94;United Kingdom;Western Europe;Cambridge University Press;1947-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
27;13348;Proceedings of the Nutrition Society;journal;00296651, 14752719;1.529;Q1;133;47;184;4119;842;176;4.41;87.64;United Kingdom;Western Europe;Cambridge University Press;1944-1947, 1953, 1955-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
28;19700188323;Nutrients;journal;20726643;1.493;Q1;143;2014;2812;119672;13495;2745;4.35;59.42;Switzerland;Western Europe;Multidisciplinary Digital Publishing Institute (MDPI);2009-2021;"Food Science (Q1); Nutrition and Dietetics (Q1)"
29;38138;Current Opinion in Clinical Nutrition and Metabolic Care;journal;13631950, 15353885;1.483;Q1;120;81;253;2987;1134;240;3.68;36.88;United States;Northern America;Lippincott Williams and Wilkins Ltd.;1998-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
30;5700191208;Journal of Clinical Lipidology;journal;19332874;1.467;Q1;62;191;466;6406;1536;413;3.1;33.54;Netherlands;Western Europe;Elsevier BV;1970, 2007-2021;"Cardiology and Cardiovascular Medicine (Q1); Endocrinology, Diabetes and Metabolism (Q1); Internal Medicine (Q1); Nutrition and Dietetics (Q1)"
31;29994;Appetite;journal;01956663, 10958304;1.452;Q1;156;451;1262;24324;5176;1243;3.73;53.93;United States;Northern America;Academic Press Inc.;1970, 1980-2022;"Nutrition and Dietetics (Q1); Psychology (miscellaneous) (Q1)"
32;21100212900;Global Heart;journal;22118179, 22118160;1.452;Q1;40;48;179;1264;384;122;2.01;26.33;United Kingdom;Western Europe;"Elsevier Science &amp; Technology";2011-2021;"Cardiology and Cardiovascular Medicine (Q1); Community and Home Care (Q1); Epidemiology (Q2)"
33;22130;Obesity Surgery;journal;09608923, 17080428;1.439;Q1;143;605;1416;16297;4409;1191;2.83;26.94;United States;Northern America;Springer New York;1991-2021;"Endocrinology, Diabetes and Metabolism (Q1); Nutrition and Dietetics (Q1); Surgery (Q1)"
34;12719;Journal of Nutritional Biochemistry;journal;09552863, 18734847;1.428;Q1;139;216;582;13580;2888;580;4.77;62.87;United States;Northern America;Elsevier Inc.;1990-2022;"Biochemistry (Q1); Clinical Biochemistry (Q1); Endocrinology, Diabetes and Metabolism (Q1); Nutrition and Dietetics (Q1); Molecular Biology (Q2)"
35;12539;European Journal of Nutrition;journal;14366215, 14366207;1.419;Q1;103;265;615;13244;2428;591;3.99;49.98;Germany;Western Europe;D. Steinkopff-Verlag;1996-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
36;15300154824;Nutrition and Metabolism;journal;17437075;1.413;Q1;89;89;225;4895;892;225;3.64;55;United Kingdom;Western Europe;BioMed Central Ltd.;2004-2021;"Endocrinology, Diabetes and Metabolism (Q1); Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
37;13382;Health Care Management Review;journal;15505030, 03616274;1.389;Q1;59;38;110;1295;282;99;2.03;34.08;United States;Northern America;Lippincott Williams and Wilkins Ltd.;1976-2021;"Health Policy (Q1); Leadership and Management (Q1); Strategy and Management (Q1)"
38;29992;Annals of Nutrition and Metabolism;journal;14219697, 02506807;1.375;Q1;87;143;284;4750;1019;256;2.77;33.22;Switzerland;Western Europe;S. Karger AG;1959-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
39;12978;Prehospital Emergency Care;journal;15450066, 10903127;1.349;Q1;65;115;288;3196;697;280;2.33;27.79;United Kingdom;Western Europe;Taylor and Francis Ltd.;1997-2021;"Emergency Medicine (Q1); Emergency Nursing (Q1)"
40;500147005;Maternal and Child Nutrition;journal;17408695, 17408709;1.331;Q1;70;184;394;7737;1191;373;3.06;42.05;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;2005-2021;"Nutrition and Dietetics (Q1); Obstetrics and Gynecology (Q1); Pediatrics, Perinatology and Child Health (Q1); Public Health, Environmental and Occupational Health (Q1)"
41;13241;Nutrition, Metabolism and Cardiovascular Diseases;journal;15903729, 09394753;1.318;Q1;104;163;447;6384;1569;411;3.06;39.17;Netherlands;Western Europe;Elsevier;1996-2021;"Cardiology and Cardiovascular Medicine (Q1); Endocrinology, Diabetes and Metabolism (Q1); Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
42;19700200840;Childhood Obesity;journal;21532176, 21532168;1.309;Q1;43;72;210;2978;603;197;2.63;41.36;United States;Northern America;Mary Ann Liebert Inc.;2010-2021;"Endocrinology, Diabetes and Metabolism (Q1); Nutrition and Dietetics (Q1); Pediatrics, Perinatology and Child Health (Q1)"
43;12538;European Journal of Clinical Nutrition;journal;09543007, 14765640;1.307;Q1;165;231;744;8046;2231;700;2.93;34.83;United Kingdom;Western Europe;Nature Publishing Group;1988-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
44;12653;Nutrition Journal;journal;14752891;1.305;Q1;98;116;306;5346;1324;304;3.71;46.09;United Kingdom;Western Europe;BioMed Central Ltd.;2002-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
45;28582;Biogerontology;journal;15736768, 13895729;1.301;Q1;78;40;201;3417;785;194;4.03;85.43;Netherlands;Western Europe;Springer Netherlands;2000-2021;"Geriatrics and Gerontology (Q1); Gerontology (Q1); Aging (Q2)"
46;13307;Nutrition;journal;18731244, 08999007;1.28;Q1;150;217;671;8634;2377;604;3.61;39.79;United States;Northern America;Elsevier Inc.;1987-2022;"Endocrinology, Diabetes and Metabolism (Q1); Nutrition and Dietetics (Q1)"
47;5200152805;Journal of Hospital Medicine;journal;15535606, 15535592;1.274;Q1;71;175;551;3463;1007;430;1.7;19.79;United States;Northern America;Frontline Medical Communications Inc.;2006-2021;"Assessment and Diagnosis (Q1); Care Planning (Q1); Fundamentals and Skills (Q1); Health Policy (Q1); Leadership and Management (Q1); Medicine (miscellaneous) (Q1)"
48;12721;Journal of Parenteral and Enteral Nutrition;journal;19412444, 01486071;1.27;Q1;105;163;457;5173;1599;397;3.59;31.74;United States;Northern America;"John Wiley &amp; Sons Inc.";1977-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
49;12715;Journal of Human Nutrition and Dietetics;journal;09523871, 1365277X;1.246;Q2;76;80;244;3514;785;240;3.15;43.93;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1988-2021;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q2)"
50;28478;Aging and Mental Health;journal;13646915, 13607863;1.228;Q1;96;207;423;10223;1240;414;2.58;49.39;United Kingdom;Western Europe;Taylor and Francis Ltd.;1997-2021;"Geriatrics and Gerontology (Q1); Gerontology (Q1); Psychiatry and Mental Health (Q1)"
51;4700151731;Applied Physiology, Nutrition and Metabolism;journal;17155312;1.204;Q2;95;191;550;7988;1796;536;3.55;41.82;Canada;Northern America;National Research Council of Canada;2006-2021;"Medicine (miscellaneous) (Q1); Sports Science (Q1); Endocrinology, Diabetes and Metabolism (Q2); Nutrition and Dietetics (Q2); Physiology (Q2); Physiology (medical) (Q2)"
