Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2007);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
1;16721;Annual Review of Plant Biology;book series;15435008;14,274;Q1;235;20;78;2479;1747;76;19,87;123,95;United States;Annual Reviews Inc.;1996-ongoing;"Cell Biology (Q1); Molecular Biology (Q1); Physiology (Q1); Plant Science (Q1)"
2;110325;Annual Review of Ecology, Evolution, and Systematics;journal;1543592X;10,381;Q1;194;33;74;4398;1062;74;10,64;133,27;United States;Annual Reviews Inc.;2003-ongoing;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
3;16594;Plant Cell;journal;1532298X, 10404651;8,422;Q1;309;286;849;16336;8901;784;10,00;57,12;United States;American Society of Plant Biologists;1989-ongoing;"Cell Biology (Q1); Plant Science (Q1)"
4;14599;Ecology Letters;journal;1461023X, 14610248;7,969;Q1;234;112;431;6029;3707;419;8,20;53,83;United Kingdom;Blackwell Publishing Inc.;1998-ongoing;Ecology, Evolution, Behavior and Systematics (Q1)
5;14365;Trends in Ecology and Evolution;journal;01695347;7,933;Q1;312;115;377;5306;3569;294;11,33;46,14;Netherlands;Elsevier BV;1986-ongoing;Ecology, Evolution, Behavior and Systematics (Q1)
6;12977;PLoS Biology;journal;15449173, 15457885;6,899;Q1;234;301;857;12457;7342;800;9,65;41,39;United States;Public Library of Science;2003-ongoing;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Neuroscience (miscellaneous) (Q1)"
7;64345;Ecological Monographs;journal;00129615;6,802;Q1;142;32;83;2682;704;82;8,63;83,81;United States;Wiley-Blackwell;1974-1977, 1979-1980, 1987-ongoing;Ecology, Evolution, Behavior and Systematics (Q1)
8;17924;Current Opinion in Plant Biology;journal;13695266;6,324;Q1;185;81;300;4057;3020;269;10,52;50,09;Netherlands;Elsevier BV;1998-ongoing;Plant Science (Q1)
9;15537;Current Biology;journal;09609822;6,080;Q1;290;678;2108;14756;11100;1900;5,65;21,76;United States;Cell Press;1991-ongoing;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)"
10;19133;Annual Review of Entomology;journal;00664170, 15454487;5,868;Q1;178;24;72;3009;746;69;11,26;125,38;United States;Annual Reviews Inc.;1961-1963, 1966-1967, 1969-1979, 1981-ongoing;"Ecology, Evolution, Behavior and Systematics (Q1); Insect Science (Q1)"
