Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2000);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;20651;Annual Review of Immunology;journal;15453278, 07320582;39.676;Q1;309;31;84;5255;4501;84;51.08;169.52;United States;Northern America;Annual Reviews Inc.;1983-2021;"Immunology (Q1); Immunology and Allergy (Q1)"
2;20798;Immunity;journal;10974180, 10747613;18.347;Q1;417;149;469;7211;9551;468;21.11;48.4;United States;Northern America;Cell Press;1994-2021;"Immunology (Q1); Immunology and Allergy (Q1); Infectious Diseases (Q1)"
3;20278;Microbiology and Molecular Biology Reviews;journal;10985557, 10922172;14.4;Q1;256;33;112;8490;2392;112;20.94;257.27;United States;Northern America;American Society for Microbiology;1997-2021;"Immunology and Microbiology (miscellaneous)  (Q1); Molecular Biology (Q1)"
4;17435;EMBO Journal;journal;02614189, 14602075;13.298;Q1;405;669;2091;33526;28784;2091;13.88;50.11;Germany;Western Europe;Wiley-Blackwell;1982-2021;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Neuroscience (miscellaneous) (Q1)"
5;21272;Journal of Experimental Medicine;journal;00221007, 15409538;11.026;Q1;462;409;1322;18654;20437;1276;15.02;45.61;United States;Northern America;Rockefeller University Press;1909-1910, 1929, 1938, 1945-2021;"Immunology (Q1); Immunology and Allergy (Q1); Medicine (miscellaneous) (Q1)"
6;20151;Advances in Immunology;book series;00652776, 15578445;8.773;Q1;110;14;68;3295;853;68;11.81;235.36;United States;Northern America;Academic Press Inc.;1961, 1963-1964, 1966-2021;"Immunology (Q1); Immunology and Allergy (Q1)"
7;18797;Current Opinion in Immunology;journal;09527915;8.018;Q1;199;113;335;5518;3698;297;10.91;48.83;United Kingdom;Western Europe;Elsevier Ltd.;1988-2022;"Immunology (Q1); Immunology and Allergy (Q1)"
8;19614;Annual Review of Microbiology;journal;00664227, 15453251;6.581;Q1;199;28;66;4737;667;63;9.25;169.18;United States;Northern America;Annual Reviews Inc.;1948, 1950-1958, 1960, 1962-2020;Microbiology (Q1)
9;21365;Trends in Immunology;journal;14714906, 14714981;6.033;Q1;236;150;417;4633;4435;256;9.63;30.89;United Kingdom;Western Europe;Elsevier Ltd.;1987-1990, 1993-1994, 2001-2021;"Immunology (Q1); Immunology and Allergy (Q1)"
10;17421;Cytokine and Growth Factor Reviews;journal;18790305, 13596101;5.532;Q1;168;32;67;2205;584;64;6.26;68.91;United Kingdom;Western Europe;Elsevier BV;1990-1992, 1994-2021;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Endocrinology, Diabetes and Metabolism (Q1); Immunology (Q1); Immunology and Allergy (Q1)"
11;19651;Clinical Microbiology Reviews;journal;08938512, 10986618;5.511;Q1;296;36;103;8258;1492;100;13.3;229.39;United States;Northern America;American Society for Microbiology;1988-2021;"Epidemiology (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Infectious Diseases (Q1); Microbiology (medical) (Q1); Public Health, Environmental and Occupational Health (Q1)"
12;21359;Seminars in Immunology;journal;10445323, 10963618;4.655;Q1;131;71;146;3431;943;143;6.21;48.32;United States;Northern America;Academic Press Inc.;1989-2021;"Immunology (Q1); Immunology and Allergy (Q1)"
13;20810;Immunological Reviews;journal;01052896, 1600065X;4.577;Q1;234;112;364;10653;2701;359;6.04;95.12;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1969-2021;"Immunology (Q1); Immunology and Allergy (Q1)"
14;21275;Journal of Immunology;journal;15506606, 00221767;4.272;Q1;387;1732;4976;80427;35947;4969;7.05;46.44;United States;Northern America;American Association of Immunologists;1945-2021;Immunology (Q1)
15;25454;Blood;journal;15280020, 00064971;4.099;Q1;484;1253;3518;50710;26476;3139;7.22;40.47;United States;Northern America;Elsevier BV;1946-2021;"Biochemistry (Q1); Cell Biology (Q1); Hematology (Q1); Immunology (Q1)"
16;20298;Molecular Microbiology;journal;13652958, 0950382X;4.083;Q1;254;507;1446;22744;8676;1347;6.14;44.86;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1987-2021;"Microbiology (Q1); Molecular Biology (Q1)"
17;20752;Critical Reviews in Immunology;journal;10408401;3.827;Q1;77;23;84;3484;632;83;7.79;151.48;United States;Northern America;Begell House Inc.;1980-2021;Immunology (Q1)
18;20250;Journal of Virology;journal;10985514, 0022538X;3.65;Q1;304;1408;3800;65600;23107;3794;6.13;46.59;United States;Northern America;American Society for Microbiology;1967-2021;"Immunology (Q1); Insect Science (Q1); Microbiology (Q1); Virology (Q1)"
19;19602;Advances in Microbial Physiology;book series;00652911;3.633;Q1;67;9;26;1743;170;26;6.35;193.67;United States;Northern America;Academic Press Inc.;1967-1969, 1971-2021;"Microbiology (Q1); Physiology (Q1)"
20;21309;AIDS;journal;14735571, 02699370;3.611;Q1;222;562;1561;14754;7970;965;5.38;26.25;United States;Northern America;Lippincott Williams and Wilkins Ltd.;1987-2021;"Immunology (Q1); Immunology and Allergy (Q1); Infectious Diseases (Q1)"
21;20779;European Journal of Immunology;journal;00142980, 15214141;3.467;Q1;209;426;1371;15743;7743;1371;5.4;36.96;Germany;Western Europe;Wiley-VCH Verlag;1971-2021;"Immunology (Q1); Immunology and Allergy (Q1)"
22;19669;Current Opinion in Microbiology;journal;18790364, 13695274;3.372;Q1;185;105;204;4463;1070;193;5.25;42.5;United Kingdom;Western Europe;Elsevier Ltd.;1998-2021;"Infectious Diseases (Q1); Microbiology (Q1); Microbiology (medical) (Q1)"
23;19708;FEMS Microbiology Reviews;journal;01686445, 15746976;3.075;Q1;223;40;122;5285;727;121;6.44;132.13;United Kingdom;Western Europe;Oxford University Press;1985-2021;"Infectious Diseases (Q1); Microbiology (Q1)"
24;20862;Trends in Microbiology;journal;18784380, 0966842X;2.854;Q1;209;210;468;3770;1624;321;3.21;17.95;United Kingdom;Western Europe;Elsevier Ltd.;1993-2021;"Infectious Diseases (Q1); Microbiology (Q1); Microbiology (medical) (Q1); Virology (Q1)"
25;16115;Nature Biotechnology;journal;15461696, 10870156;2.732;Q1;463;438;1505;6020;5331;972;3.7;13.74;United Kingdom;Western Europe;Nature Publishing Group;1989-2021;"Applied Microbiology and Biotechnology (Q1); Bioengineering (Q1); Biomedical Engineering (Q1); Biotechnology (Q1); Molecular Medicine (Q1)"
26;20736;Clinical and Experimental Immunology, Supplement;journal;09642536;2.611;Q1;23;0;13;0;102;13;16;0;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1991, 1993-1997, 1999;Immunology (Q1)
27;19603;Advances in Parasitology;journal;0065308X, 21636079;2.588;Q1;94;20;43;2509;241;41;5.84;125.45;United States;Northern America;Academic Press Inc.;1963-2021;"Medicine (miscellaneous) (Q1); Parasitology (Q1)"
28;130030;Proceedings of the Royal Society B: Biological Sciences;journal;09628452;2.509;Q1;265;364;957;13587;3175;956;3.23;37.33;United Kingdom;Western Europe;The Royal Society;1946-1947, 1949-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Environmental Science (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1)"
29;20220;Journal of Bacteriology;journal;00219193, 10985530;2.469;Q1;255;998;3133;39446;11487;3109;3.68;39.53;United States;Northern America;American Society for Microbiology;1945-2021;"Microbiology (Q1); Molecular Biology (Q1)"
30;100774;Seminars in Virology;journal;10445773;2.404;Q1;30;0;53;0;237;51;4.52;0;United States;Northern America;Academic Press Inc.;1993-1998;"Immunology (Q1); Virology (Q1)"
31;17905;Yeast;journal;10970061, 0749503X;2.381;Q1;106;167;429;5496;1212;427;2.84;32.91;United Kingdom;Western Europe;John Wiley and Sons Ltd;1985-2021;"Applied Microbiology and Biotechnology (Q1); Biochemistry (Q1); Bioengineering (Q1); Biotechnology (Q1); Genetics (Q1); Medicine (miscellaneous) (Q1)"
32;21100297606;Arthritis and Rheumatology;journal;23265191, 23265205;2.373;Q1;328;411;1154;13126;5904;948;5.04;31.94;United Kingdom;Western Europe;John Wiley and Sons Ltd;2014-2021;"Immunology (Q1); Immunology and Allergy (Q1); Rheumatology (Q1)"
33;29607;Journal of Leukocyte Biology;journal;07415400, 19383673;2.335;Q1;200;235;682;12116;3190;673;4.42;51.56;United States;Northern America;"John Wiley &amp; Sons Inc.";1984-2021;"Cell Biology (Q1); Immunology (Q1)"
34;22343;Infection and Immunity;journal;10985522, 00199567;2.197;Q1;227;1030;2661;40677;12216;2650;4.55;39.49;United States;Northern America;American Society for Microbiology;1971-2021;"Immunology (Q1); Infectious Diseases (Q1); Microbiology (Q1); Parasitology (Q1)"
35;21245;International Immunology;journal;14602377, 09538178;2.192;Q1;138;183;622;7957;2021;622;3.25;43.48;United Kingdom;Western Europe;Oxford University Press;1989-2021;"Immunology (Q1); Medicine (miscellaneous) (Q1)"
36;21250;International Reviews of Immunology;journal;15635244, 08830185;2.076;Q1;71;32;110;2407;416;109;4.58;75.22;United Kingdom;Western Europe;Informa Healthcare;1986-2021;"Immunology (Q1); Immunology and Allergy (Q1)"
