Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2016);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;17437;Nature Reviews Neuroscience;journal;14710048, 1471003X;18.475;Q1;434;135;434;9720;6830;209;13.72;72;United Kingdom;Western Europe;Nature Publishing Group;2000-2021;Neuroscience (miscellaneous) (Q1)
2;17436;Nature Neuroscience;journal;10976256, 15461726;14.773;Q1;437;223;892;11642;13674;808;14.84;52.21;United Kingdom;Western Europe;Nature Publishing Group;1998-2021;Neuroscience (miscellaneous) (Q1)
3;14181;Annual Review of Neuroscience;journal;0147006X, 15454126;13.568;Q1;248;19;70;2885;1225;70;17.22;151.84;United States;Northern America;Annual Reviews Inc.;1978-2021;Neuroscience (miscellaneous) (Q1)
4;17978;Neuron;journal;10974199, 08966273;11.671;Q1;493;508;1456;26222;18485;1452;11.96;51.62;United States;Northern America;Cell Press;1988-2021;Neuroscience (miscellaneous) (Q1)
5;15359;Trends in Cognitive Sciences;journal;1879307X, 13646613;8.49;Q1;326;116;344;7585;4118;264;10.08;65.39;United Kingdom;Western Europe;Elsevier Ltd.;1997-2021;"Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Neuropsychology and Physiological Psychology (Q1)"
6;19939;Trends in Neurosciences;journal;03785912, 01662236, 1878108X;7.658;Q1;301;83;249;6905;2851;229;10;83.19;United Kingdom;Western Europe;Elsevier Ltd.;1978-2021;Neuroscience (miscellaneous) (Q1)
7;21100242814;eLife;journal;2050084X;7.296;Q1;161;1212;1955;70634;14519;1873;7.11;58.28;United Kingdom;Western Europe;eLife Sciences Publications;2012-2021;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Neuroscience (miscellaneous) (Q1)"
8;17382;Molecular Psychiatry;journal;14765578, 13594184;7.176;Q1;225;220;587;13237;6101;455;10.13;60.17;United Kingdom;Western Europe;Nature Publishing Group;1996-2021;"Cellular and Molecular Neuroscience (Q1); Molecular Biology (Q1); Psychiatry and Mental Health (Q1)"
9;17435;EMBO Journal;journal;02614189, 14602075;6.758;Q1;405;208;798;11791;6215;790;7.27;56.69;Germany;Western Europe;Wiley-Blackwell;1982-2021;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Neuroscience (miscellaneous) (Q1)"
10;17552;Acta Neuropathologica;journal;00016322, 14320533;6.703;Q1;184;127;428;8726;4442;350;10.25;68.71;Germany;Western Europe;Springer Verlag;1961-2021;"Cellular and Molecular Neuroscience (Q1); Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1)"
