Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2008);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;24403;Clinical Implant Dentistry and Related Research;journal;15230899;2.729;Q1;90;33;102;958;405;100;2.04;29.03;United States;Northern America;Wiley-Blackwell;1999-2021;"Dentistry (miscellaneous) (Q1); Oral Surgery (Q1)"
2;24408;Clinical Oral Implants Research;journal;16000501, 09057161;2.173;Q1;171;163;335;5840;1316;333;3.56;35.83;Denmark;Western Europe;Blackwell Munksgaard;1990-2021;Oral Surgery (Q1)
3;25615;International Journal of Oral and Maxillofacial Implants;journal;08822786;2.008;Q1;145;132;336;4055;985;314;2.45;30.72;United States;Northern America;Quintessence Publishing Company;1986-2021;"Medicine (miscellaneous) (Q1); Oral Surgery (Q1)"
4;24936;Dental Materials;journal;01095641, 18790097;1.939;Q1;159;231;506;7410;1911;502;3.21;32.08;United Kingdom;Western Europe;Elsevier Science;1985-2021;"Dentistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Mechanics of Materials (Q1)"
5;25669;Journal of Clinical Periodontology;journal;1600051X, 03036979;1.76;Q1;159;171;506;7968;1853;482;3.31;46.6;Denmark;Western Europe;Blackwell Munksgaard;1974-2021;Periodontics (Q1)
6;22913;Periodontology 2000;journal;09066713, 16000757;1.729;Q1;132;36;107;3472;484;102;4.23;96.44;Denmark;Western Europe;Blackwell Munksgaard;1993-2021;Periodontics (Q1)
7;25610;International Endodontic Journal;journal;13652591, 01432885;1.627;Q1;127;142;363;4573;984;345;2.53;32.2;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1967-1972, 1974-2021;Dentistry (miscellaneous) (Q1)
8;26238;Monographs in Oral Science;journal;00770892;1.499;Q1;45;0;23;0;121;23;5.26;0;Switzerland;Western Europe;S. Karger AG;1972, 1974-1975, 1977-1978, 1980-1983, 1989-1991, 1996, 2000-2001, 2006, 2009, 2011, 2013-2014, 2017-2021;Dentistry (miscellaneous) (Q1)
9;24413;Community Dentistry and Oral Epidemiology;journal;03015661, 16000528;1.414;Q1;106;65;173;2087;491;169;2.27;32.11;Denmark;Western Europe;Blackwell Munksgaard;1973-2021;"Dentistry (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q1)"
10;25636;International Journal of Periodontics and Restorative Dentistry;journal;01987569;1.349;Q1;86;63;182;1657;371;170;1.8;26.3;United States;Northern America;Quintessence Publishing Company;1981-2021;"Medicine (miscellaneous) (Q1); Oral Surgery (Q1); Periodontics (Q2)"
11;12628;Oral Oncology;journal;18790593, 13688375;1.347;Q1;121;171;424;5778;1270;387;3.09;33.79;United Kingdom;Western Europe;Elsevier Ltd.;1996-2021;"Oncology (Q1); Oral Surgery (Q1); Cancer Research (Q2)"
12;25684;Journal of Dental Research;journal;00220345;1.339;Q1;192;205;592;7343;2213;558;3.16;35.82;United States;Northern America;SAGE Publications Inc.;1919-1924, 1927-1935, 1937-2021;Dentistry (miscellaneous) (Q1)
13;25688;Journal of Endodontics;journal;00992399, 18783554;1.251;Q1;160;328;686;10761;2102;669;2.86;32.81;United States;Northern America;Elsevier Inc.;1975-2021;Dentistry (miscellaneous) (Q1)
14;24388;Caries Research;journal;00086568, 1421976X;1.19;Q1;105;61;229;1952;497;223;2.04;32;Switzerland;Western Europe;S. Karger AG;1967-2021;Dentistry (miscellaneous) (Q1)
15;26173;Journal of Periodontology;journal;00223492, 19433670;1.167;Q2;164;315;902;11100;2267;869;2.16;35.24;United States;Northern America;"John Wiley &amp; Sons Inc.";1945-1951, 1965-2021;Periodontics (Q2)
16;21658;Journal of Cranio-Maxillo-Facial Surgery;journal;18784119, 10105182;1.157;Q1;82;67;222;1935;414;215;1.64;28.88;United States;Northern America;Churchill Livingstone;1987-2021;"Oral Surgery (Q1); Otorhinolaryngology (Q1); Surgery (Q1)"
17;22848;Orthodontics and Craniofacial Research;journal;16016335, 16016343;1.137;Q1;58;30;99;1070;284;93;1.76;35.67;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;2000-2021;"Oral Surgery (Q1); Orthodontics (Q1); Otorhinolaryngology (Q1); Surgery (Q1)"
18;24291;Angle Orthodontist;journal;00033219;1.136;Q1;91;212;527;5232;793;488;1.27;24.68;United States;Northern America;Allen Press Inc.;1945, 1950-1951, 1960-1961, 1965-2021;"Medicine (miscellaneous) (Q1); Orthodontics (Q1)"
19;25571;Implant Dentistry;journal;10566163, 15382982;1.107;Q1;68;57;189;1784;275;171;1.34;31.3;United States;Northern America;Lippincott Williams and Wilkins Ltd.;1992-2019;Oral Surgery (Q1)
20;25686;Journal of Dentistry;journal;03005712;1.097;Q1;124;161;361;5245;878;347;2.27;32.58;Netherlands;Western Europe;Elsevier BV;1972-2021;Dentistry (miscellaneous) (Q1)
21;25660;Journal of Adhesive Dentistry;journal;14615185;1.06;Q1;72;61;177;1915;319;160;1.58;31.39;United States;Northern America;Quintessence Publishing Company;1999-2021;"Oral Surgery (Q1); Orthodontics (Q1); Periodontics (Q3)"
22;23807;American Journal of Orthodontics and Dentofacial Orthopedics;journal;10976752, 08895406;1.056;Q1;129;352;992;8017;1189;703;1.03;22.78;United States;Northern America;Mosby Inc.;1986-2021;Orthodontics (Q1)
23;25637;International Journal of Prosthodontics;journal;11399791, 08932174;1.024;Q2;99;92;323;1479;484;295;1.37;16.08;United States;Northern America;Quintessence Publishing Company;1988-2021;"Medicine (miscellaneous) (Q1); Oral Surgery (Q2)"
24;23589;Swedish Dental Journal;journal;03479994;1.024;Q1;35;21;54;612;88;54;1.05;29.14;Sweden;Western Europe;Swedish Dental Association;1977-2016;"Dentistry (miscellaneous) (Q1); Medicine (miscellaneous) (Q1)"
25;24409;Clinical Oral Investigations;journal;14326981, 14363771;0.996;Q1;88;61;153;2231;326;150;2;36.57;Germany;Western Europe;Springer Verlag;1997-2021;Dentistry (miscellaneous) (Q1)
26;26171;Journal of Periodontal Research;journal;16000765, 00223484;0.958;Q3;89;97;224;3723;542;224;2.16;38.38;Denmark;Western Europe;Blackwell Munksgaard;1946-1951, 1966-2021;Periodontics (Q3)
27;26156;Journal of Oral Rehabilitation;journal;13652842, 0305182X;0.932;Q1;98;122;382;5088;701;377;1.59;41.7;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1974-2021;Dentistry (miscellaneous) (Q1)
28;25629;International Journal of Oral and Maxillofacial Surgery;journal;09015027;0.913;Q2;105;208;555;5277;1082;532;1.7;25.37;United States;Northern America;Churchill Livingstone;1986-2021;"Otorhinolaryngology (Q1); Surgery (Q1); Oral Surgery (Q2)"
29;26175;Journal of Prosthetic Dentistry;journal;00223913, 10976841;0.904;Q2;136;150;502;3640;777;492;1.37;24.27;United States;Northern America;Mosby Inc.;1951-2021;"Medicine (miscellaneous) (Q1); Oral Surgery (Q2)"
30;25025;European Journal of Oral Sciences;journal;09098836, 16000722;0.894;Q1;96;84;306;3127;737;298;2.06;37.23;Denmark;Western Europe;Blackwell Munksgaard;1970-2021;Dentistry (miscellaneous) (Q1)
31;19600161903;Molecular Oral Microbiology;journal;20411006, 20411014;0.851;Q1;82;80;196;2810;483;196;2.2;35.13;United States;Northern America;American Journal of Nursing Company;2010-2021;"Dentistry (miscellaneous) (Q1); Microbiology (Q2); Microbiology (medical) (Q2); Immunology (Q3)"
32;24958;Dental Traumatology;journal;16009657, 16004469;0.85;Q2;86;177;225;3848;420;204;1.34;21.74;Denmark;Western Europe;Blackwell Munksgaard;1985-1995, 1999-2021;Oral Surgery (Q2)
