Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2002);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
1;13467;Psychological Review;journal;0033295X;5.915;Q1;192;41;114;3836;875;113;6.87;93.56;United States;American Psychological Association;1894-ongoing;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
2;4100151532;Advances in Experimental Social Psychology;book series;00652601;5.509;Q1;78;7;16;1070;83;16;5.3;152.86;United States;Elsevier Inc.;1964, 1966-1967, 1969-1970, 1972, 1974-1984, 1986-1992, 1994-ongoing;Social Psychology (Q1)
3;13443;Psychological Bulletin;journal;00332909;5.35;Q1;272;43;130;7291;1036;130;6.65;169.56;United States;American Psychological Association;1904-ongoing;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
4;13969;Psychological Science in the Public Interest, Supplement;journal;15291006;4.6;Q1;48;4;4;468;38;4;9.5;117.00;United States;SAGE Publications Inc.;2000-ongoing;Psychology (miscellaneous) (Q1)
5;12010;Annual Review of Psychology;journal;00664308, 15452085;4.325;Q1;216;23;74;3559;635;74;8.8;154.74;United States;Annual Reviews Inc.;1950-1958, 1960-1963, 1965-ongoing;Psychology (miscellaneous) (Q1)
6;30039;Journal of Personality and Social Psychology;journal;00223514;4.189;Q1;328;168;461;11092;1936;460;3.41;66.02;United States;American Psychological Association;1965-ongoing;"Social Psychology (Q1); Sociology and Political Science (Q1)"
7;12812;Personality and Social Psychology Review;journal;10888683, 15327957;3.54;Q1;134;28;65;1790;223;65;3.31;63.93;United States;SAGE Publications;1997-ongoing;Social Psychology (Q1)
8;12817;Personnel Psychology;journal;00315826;3.366;Q1;124;28;81;1782;238;81;2.47;63.64;United States;Wiley-Blackwell;1948-ongoing;"Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1)"
9;29443;Advances in the Study of Behavior;book series;00653454;3.273;Q1;64;8;22;914;75;19;4.08;114.25;United States;Elsevier Inc.;1965, 1969, 1971-1972, 1974, 1976, 1978-1980, 1982-1988, 1990-ongoing;"Animal Science and Zoology (Q1); Behavioral Neuroscience (Q1); Neuropsychology and Physiological Psychology (Q1)"
10;15359;Trends in Cognitive Sciences;journal;13646613;3.188;Q1;276;158;343;3283;1208;256;4.04;20.78;Netherlands;Elsevier BV;1997-ongoing;"Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Neuropsychology and Physiological Psychology (Q1)"
11;13456;Psychological Inquiry;journal;15327965, 1047840X;3.127;Q1;71;57;18;1948;54;18;3.45;34.18;United States;Lawrence Erlbaum Associates Inc.;1990-1996, 1998-ongoing;Psychology (miscellaneous) (Q1)
12;15439;Journal of Consulting and Clinical Psychology;journal;0022006X;2.977;Q1;218;112;347;9186;1798;343;4.04;82.02;United States;American Psychological Association;1968-ongoing;"Clinical Psychology (Q1); Psychiatry and Mental Health (Q1)"
13;13491;Development and Psychopathology;journal;09545794, 14692198;2.963;Q1;158;49;145;4184;658;141;3.66;85.39;United Kingdom;Cambridge University Press;1989-ongoing;"Developmental and Educational Psychology (Q1); Psychiatry and Mental Health (Q1)"
14;15370;Journal of Abnormal Psychology;journal;0021843X;2.945;Q1;174;69;236;3725;950;233;3.55;53.99;United States;American Psychological Association;1948-1959, 1963-ongoing;"Biological Psychiatry (Q1); Clinical Psychology (Q1); Developmental and Educational Psychology (Q1); Psychiatry and Mental Health (Q1)"
15;15482;Journal of Experimental Psychology: Learning Memory and Cognition;journal;02787393;2.825;Q1;142;95;294;4175;846;294;2.53;43.95;United States;American Psychological Association;1975, 1982-ongoing;"Experimental and Cognitive Psychology (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1)"
