Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2001);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
1;4100151532;Advances in Experimental Social Psychology;book series;00652601;5.189;Q1;78;5;17;772;76;17;2.36;154.4;United States;Elsevier Inc.;1964, 1966-1967, 1969-1970, 1972, 1974-1984, 1986-1992, 1994-ongoing;Social Psychology (Q1)
2;13443;Psychological Bulletin;journal;00332909;4.969;Q1;272;41;123;6433;1020;121;7.15;156.9;United States;American Psychological Association;1904-ongoing;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
3;30039;Journal of Personality and Social Psychology;journal;00223514;4.867;Q1;328;154;519;9527;2318;519;3.63;61.86;United States;American Psychological Association;1965-ongoing;"Social Psychology (Q1); Sociology and Political Science (Q1)"
4;13467;Psychological Review;journal;0033295X;4.572;Q1;192;36;111;3950;789;110;5.87;109.72;United States;American Psychological Association;1894-ongoing;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
5;12010;Annual Review of Psychology;journal;00664308, 15452085;3.62;Q1;216;26;70;3413;545;70;6.71;131.27;United States;Annual Reviews Inc.;1950-1958, 1960-1963, 1965-ongoing;Psychology (miscellaneous) (Q1)
6;29443;Advances in the Study of Behavior;book series;00653454;3.612;Q1;64;7;26;1079;109;22;3.54;154.14;United States;Elsevier Inc.;1965, 1969, 1971-1972, 1974, 1976, 1978-1980, 1982-1988, 1990-ongoing;"Animal Science and Zoology (Q1); Behavioral Neuroscience (Q1); Neuropsychology and Physiological Psychology (Q1)"
7;15439;Journal of Consulting and Clinical Psychology;journal;0022006X;3.495;Q1;218;116;343;4981;1862;340;4.26;42.94;United States;American Psychological Association;1968-ongoing;"Clinical Psychology (Q1); Psychiatry and Mental Health (Q1)"
8;15359;Trends in Cognitive Sciences;journal;13646613;3.359;Q1;276;161;260;3118;1303;220;5.92;19.37;Netherlands;Elsevier BV;1997-ongoing;"Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Neuropsychology and Physiological Psychology (Q1)"
9;12812;Personality and Social Psychology Review;journal;10888683, 15327957;3.301;Q1;134;21;63;2103;188;63;2.57;100.14;United States;SAGE Publications;1997-ongoing;Social Psychology (Q1)
10;13969;Psychological Science in the Public Interest, Supplement;journal;15291006;3.202;Q1;48;2;2;449;16;2;8;224.5;United States;SAGE Publications Inc.;2000-ongoing;Psychology (miscellaneous) (Q1)
