Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2011);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;19479;Annual Review of Pharmacology and Toxicology;journal;15454304, 03621642;10.583;Q1;210;18;59;2518;1400;59;23.81;139.89;United States;Northern America;Annual Reviews Inc.;1965-1973, 1975-2021;"Pharmacology (Q1); Toxicology (Q1)"
2;21191;Pharmacological Reviews;journal;15210081, 00316997;10.386;Q1;241;33;59;10674;1342;59;21.2;323.45;United States;Northern America;American Society for Pharmacology and Experimental Therapeutics;1949, 1951-2021;"Molecular Medicine (Q1); Pharmacology (Q1)"
3;4700152457;Nano Today;journal;17480132;6.99;Q1;155;65;132;4358;1525;102;11.17;67.05;Netherlands;Western Europe;Elsevier;1970, 2006-2021;"Bioengineering (Q1); Biomedical Engineering (Q1); Biotechnology (Q1); Materials Science (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1); Pharmaceutical Science (Q1)"
4;20425;Nature Reviews Drug Discovery;journal;14741784, 14741776;6.281;Q1;348;225;603;6565;6448;465;9.49;29.18;United Kingdom;Western Europe;Nature Publishing Group;2002-2021;"Drug Discovery (Q1); Medicine (miscellaneous) (Q1); Pharmacology (Q1)"
5;22321;Trends in Pharmacological Sciences;journal;18733735, 01656147;5.422;Q1;225;90;250;6986;2833;233;11.17;77.62;United Kingdom;Western Europe;Elsevier Ltd.;1979-2021;"Pharmacology (Q1); Toxicology (Q1)"
6;12611;Drug Resistance Updates;journal;13687646, 15322084;4.917;Q1;119;27;51;3149;622;50;10.49;116.63;United States;Northern America;Churchill Livingstone;1998-2021;"Cancer Research (Q1); Infectious Diseases (Q1); Oncology (Q1); Pharmacology (Q1); Pharmacology (medical) (Q1)"
7;19409;Advanced Drug Delivery Reviews;journal;0169409X, 18728294;4.88;Q1;331;114;406;14815;6127;359;11.72;129.96;Netherlands;Western Europe;Elsevier;1987-2021;Pharmaceutical Science (Q1)
8;13903;Cellular and Molecular Life Sciences;journal;1420682X, 14209071;4.19;Q1;233;297;913;27852;6805;901;6.84;93.78;Switzerland;Western Europe;Birkhauser Verlag Basel;1952, 1997-2021;"Cell Biology (Q1); Cellular and Molecular Neuroscience (Q1); Molecular Biology (Q1); Molecular Medicine (Q1); Pharmacology (Q1)"
9;18017;Neuropsychopharmacology;journal;0893133X, 1470634X;4.15;Q1;227;254;808;17601;6518;772;7.82;69.3;United Kingdom;Western Europe;Nature Publishing Group;1987-2021;"Pharmacology (Q1); Psychiatry and Mental Health (Q1)"
10;12455;Molecular Therapy;journal;15250024, 15250016;3.46;Q1;185;275;791;10988;5393;694;6.78;39.96;United States;Northern America;Cell Press;2000-2021;"Drug Discovery (Q1); Genetics (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Molecular Medicine (Q1); Pharmacology (Q1)"
11;21195;Pharmacology and Therapeutics;journal;1879016X, 01637258;3.411;Q1;211;101;300;18833;3008;297;9.65;186.47;United States;Northern America;Elsevier Inc.;1975-1977, 1979-1985, 1987-2021;"Pharmacology (Q1); Pharmacology (medical) (Q1)"
12;26371;Natural Product Reports;journal;02650568, 14604752;3.285;Q1;188;82;218;15034;1969;209;9.13;183.34;United Kingdom;Western Europe;Royal Society of Chemistry;1984-2021;"Biochemistry (Q1); Drug Discovery (Q1); Organic Chemistry (Q1)"
13;19907;Medicinal Research Reviews;journal;01986325, 10981128;3.242;Q1;134;24;83;4735;862;81;9.73;197.29;United States;Northern America;"John Wiley &amp; Sons Inc.";1981-2021;"Drug Discovery (Q1); Molecular Medicine (Q1); Pharmacology (Q1)"
