Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2021);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;16115;Nature Biotechnology;journal;15461696, 10870156;20.120;Q1;463;356;1045;8202;21007;524;20.37;23.04;United Kingdom;Western Europe;Nature Publishing Group;1989-2021;"Applied Microbiology and Biotechnology (Q1); Bioengineering (Q1); Biomedical Engineering (Q1); Biotechnology (Q1); Molecular Medicine (Q1)"
2;21100862548;Nature Catalysis;journal;25201158;12.887;Q1;84;162;506;6041;12720;381;22.31;37.29;United States;Northern America;Nature Publishing Group;2018-2021;"Biochemistry (Q1); Bioengineering (Q1); Catalysis (Q1); Process Chemistry and Technology (Q1)"
3;21100826569;Nature Reviews Chemistry;journal;23973358;11.811;Q1;67;98;231;8014;4454;134;16.93;81.78;United Kingdom;Western Europe;Nature Publishing Group;2017-2021;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1)"
4;5200152704;Nature Nanotechnology;journal;17483387, 17483395;11.698;Q1;368;222;709;9453;16783;417;22.75;42.58;United Kingdom;Western Europe;Nature Publishing Group;2006-2021;"Atomic and Molecular Physics, and Optics (Q1); Bioengineering (Q1); Biomedical Engineering (Q1); Condensed Matter Physics (Q1); Electrical and Electronic Engineering (Q1); Materials Science (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1)"
5;18100156701;Nature Chemistry;journal;17554330, 17554349;8.384;Q1;249;229;607;7815;9695;476;14.95;34.13;United Kingdom;Western Europe;Nature Publishing Group;2009-2021;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1)"
6;12000154482;Annual Review of Biophysics;journal;19361238, 1936122X;7.164;Q1;163;25;68;3214;1114;68;20.34;128.56;United States;Northern America;Annual Reviews Inc.;2008-2021;"Biochemistry (Q1); Bioengineering (Q1); Biophysics (Q1); Cell Biology (Q1); Structural Biology (Q1)"
7;21101046230;Electrochemical Energy Reviews;journal;25208136;7.061;Q1;34;31;67;6199;1869;67;28.54;199.97;Germany;Western Europe;Springer Science and Business Media B.V.;2018-2021;"Chemical Engineering (miscellaneous) (Q1); Electrochemistry (Q1); Energy Engineering and Power Technology (Q1); Materials Science (miscellaneous) (Q1)"
8;27538;Progress in Energy and Combustion Science;journal;03601285;6.777;Q1;196;30;100;11996;3616;99;33.58;399.87;United Kingdom;Western Europe;Elsevier BV;1975-2022;"Chemical Engineering (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1)"
9;21100788876;Chem;journal;24519294;6.073;Q1;102;238;738;11688;12332;705;16.16;49.11;United States;Northern America;Elsevier Inc.;2016-2021;"Biochemistry (Q1); Biochemistry (medical) (Q1); Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Environmental Chemistry (Q1); Materials Chemistry (Q1)"
10;22680;Journal of the American Chemical Society;journal;15205126, 00027863;5.728;Q1;644;2506;7473;147903;114324;7454;15.04;59.02;United States;Northern America;American Chemical Society;1879-2021;"Biochemistry (Q1); Catalysis (Q1); Chemistry (miscellaneous) (Q1); Colloid and Surface Chemistry (Q1)"
11;21100831443;Nature Biomedical Engineering;journal;2157846X;5.635;Q1;75;164;435;8679;6564;318;13.92;52.92;United States;Northern America;Nature Publishing Group;2017-2021;"Bioengineering (Q1); Biomedical Engineering (Q1); Biotechnology (Q1); Computer Science Applications (Q1); Medicine (miscellaneous) (Q1)"
12;22687;Angewandte Chemie - International Edition;journal;14337851, 15213773;5.126;Q1;579;3558;9199;231003;136423;8989;14.94;64.92;United Kingdom;Western Europe;John Wiley and Sons Ltd;1962-2021;"Catalysis (Q1); Chemistry (miscellaneous) (Q1)"
13;16343;Applied Catalysis B: Environmental;journal;18733883, 09263373;4.466;Q1;274;1096;3195;64562;65832;3191;21.41;58.91;Netherlands;Western Europe;Elsevier;1992-2022;"Catalysis (Q1); Environmental Science (miscellaneous) (Q1); Process Chemistry and Technology (Q1)"
14;19700188320;ACS Catalysis;journal;21555435;4.202;Q1;231;1359;3823;94972;50743;3761;12.51;69.88;United States;Northern America;American Chemical Society;2011-2021;"Catalysis (Q1); Chemistry (miscellaneous) (Q1)"
15;21100824912;ACS Central Science;journal;23747951, 23747943;4.093;Q1;95;255;747;12856;9853;716;13.03;50.42;United States;Northern America;American Chemical Society;2015-2021;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1)"
16;21100470165;Advanced Science;journal;21983844;3.984;Q1;128;939;1619;78026;26573;1616;15.62;83.09;Germany;Western Europe;Wiley-VCH Verlag;2014-2021;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Chemical Engineering (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1)"
