Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2008);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
1;4100151532;Advances in Experimental Social Psychology;book series;00652601;8.978;Q1;78;5;17;778;150;17;7.18;155,60;United States;Elsevier Inc.;1964, 1966-1967, 1969-1970, 1972, 1974-1984, 1986-1992, 1994-ongoing;Social Psychology (Q1)
2;12010;Annual Review of Psychology;journal;00664308, 15452085;8.908999999999997;Q1;216;24;70;4022;1277;69;17.93;167,58;United States;Annual Reviews Inc.;1950-1958, 1960-1963, 1965-ongoing;Psychology (miscellaneous) (Q1)
3;15359;Trends in Cognitive Sciences;journal;13646613;8.111;Q1;276;89;309;3980;3161;256;11.23;44,72;Netherlands;Elsevier BV;1997-ongoing;"Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Neuropsychology and Physiological Psychology (Q1)"
4;12812;Personality and Social Psychology Review;journal;10888683, 15327957;7.512;Q1;134;15;52;2383;452;50;8.75;158,87;United States;SAGE Publications;1997-ongoing;Social Psychology (Q1)
5;13443;Psychological Bulletin;journal;00332909;6.5920000000000005;Q1;272;24;119;4649;1525;116;11.57;193,71;United States;American Psychological Association;1904-ongoing;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
6;13467;Psychological Review;journal;0033295X;6.099;Q1;192;59;135;5171;1028;135;7.95;87,64;United States;American Psychological Association;1894-ongoing;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
7;30039;Journal of Personality and Social Psychology;journal;00223514;6.096;Q1;328;143;381;9884;2599;381;5.68;69,12;United States;American Psychological Association;1965-ongoing;"Social Psychology (Q1); Sociology and Political Science (Q1)"
8;13969;Psychological Science in the Public Interest, Supplement;journal;15291006;5.158;Q1;48;4;18;924;153;9;17.33;231,00;United States;SAGE Publications Inc.;2000-ongoing;Psychology (miscellaneous) (Q1)
9;12817;Personnel Psychology;journal;00315826;4.7360000000000015;Q1;124;22;80;2126;482;80;4.5;96,64;United States;Wiley-Blackwell;1948-ongoing;"Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1)"
10;15388;Journal of Applied Psychology;journal;00219010;4.729;Q1;249;102;320;8160;1950;320;5.04;80,00;United States;American Psychological Association;1917-ongoing;Applied Psychology (Q1)
