Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2012);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;21376;Vaccine;journal;0264410X, 18732518;1.656;Q1;191;1189;3783;47474;15078;3565;3.88;39.93;Netherlands;Western Europe;Elsevier BV;1983-2021;"Immunology and Microbiology (miscellaneous)  (Q1); Infectious Diseases (Q1); Molecular Medicine (Q1); Public Health, Environmental and Occupational Health (Q1); Veterinary (miscellaneous) (Q1)"
2;19555;Veterinary Research;journal;09284249, 12979716;1.461;Q1;109;87;265;3730;1034;259;3.74;42.87;United Kingdom;Western Europe;BioMed Central Ltd.;1993-2021;Veterinary (miscellaneous) (Q1)
3;20882;Veterinary Microbiology;journal;03781135, 18732542;1.441;Q1;135;460;1317;13777;4562;1252;3.32;29.95;Netherlands;Western Europe;Elsevier;1976-2021;"Medicine (miscellaneous) (Q1); Microbiology (Q1); Veterinary (miscellaneous) (Q1)"
4;18316;Journal of Veterinary Internal Medicine;journal;19391676, 08916640;1.301;Q1;110;185;603;6498;1683;568;2.47;35.12;United States;Northern America;Wiley-Blackwell;1987-2021;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1)"
5;18838;Preventive Veterinary Medicine;journal;01675877, 18731716;1.265;Q1;100;178;524;6133;1423;500;2.61;34.46;Netherlands;Western Europe;Elsevier;1982-2021;"Animal Science and Zoology (Q1); Food Animals (Q1)"
6;19514;Veterinary Clinics of North America - Food Animal Practice;journal;07490720, 15584240;1.255;Q1;76;42;142;1568;377;126;2.56;37.33;United Kingdom;Western Europe;W.B. Saunders Ltd;1971-1978, 1985-2021;"Food Animals (Q1); Medicine (miscellaneous) (Q1)"
7;19551;Veterinary Radiology and Ultrasound;journal;17408261, 10588183;1.244;Q1;63;101;345;2532;618;329;1.71;25.07;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1992-2021;Veterinary (miscellaneous) (Q1)
8;19574;Veterinary Surgery;journal;1532950X, 01613499;1.222;Q1;82;139;435;3996;784;415;1.57;28.75;United States;Northern America;Wiley-Blackwell;1972-2021;Veterinary (miscellaneous) (Q1)
9;19537;Veterinary Parasitology;journal;03044017, 18732550;1.163;Q1;131;509;1408;18565;4065;1372;2.63;36.47;Netherlands;Western Europe;Elsevier;1975-2021;"Medicine (miscellaneous) (Q1); Parasitology (Q1); Veterinary (miscellaneous) (Q1)"
10;20340;Parasitology Research;journal;14321955, 09320113;1.157;Q1;98;622;1244;24120;3779;1242;3;38.78;Germany;Western Europe;Springer Verlag;1987-2021;"Infectious Diseases (Q1); Insect Science (Q1); Medicine (miscellaneous) (Q1); Parasitology (Q1); Veterinary (miscellaneous) (Q1)"
11;17777;Equine Veterinary Journal;journal;20423306, 04251644;1.114;Q1;92;200;588;6241;1328;540;2.19;31.21;United States;Northern America;Wiley-Blackwell;1968-2021;"Equine (Q1); Medicine (miscellaneous) (Q1)"
12;19524;Veterinary Journal;journal;15322971, 10900233;1.059;Q1;113;417;892;12104;2178;767;2.16;29.03;United Kingdom;Western Europe;Bailliere Tindall Ltd;1997-2021;"Animal Science and Zoology (Q1); Veterinary (miscellaneous) (Q1)"
13;19518;Veterinary Dermatology;journal;09594493, 13653164;1.057;Q1;64;86;250;2826;629;229;2.13;32.86;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1990-2021;Veterinary (miscellaneous) (Q1)
14;5200153105;Zoonoses and Public Health;journal;18631959, 18632378;1.052;Q1;69;96;250;3951;651;249;2.44;41.16;Germany;Western Europe;Wiley-Blackwell Publishing Ltd;2007-2021;"Public Health, Environmental and Occupational Health (Q1); Veterinary (miscellaneous) (Q1); Epidemiology (Q2); Immunology and Microbiology (miscellaneous)  (Q2); Infectious Diseases (Q2)"
15;19501;Veterinary and Comparative Orthopaedics and Traumatology;journal;25676911, 09320814;1.026;Q1;47;86;285;2232;349;245;0.97;25.95;Germany;Western Europe;Georg Thieme Verlag;1996-2021;"Animal Science and Zoology (Q1); Veterinary (miscellaneous) (Q1)"
16;20491;Journal of Medical Entomology;journal;00222585;1.016;Q1;104;191;535;7325;1227;532;2.05;38.35;United States;Northern America;Oxford University Press;1964-2021;"Insect Science (Q1); Veterinary (miscellaneous) (Q1); Infectious Diseases (Q2); Parasitology (Q2)"
17;21288;Acta Tropica;journal;18736254, 0001706X;1.013;Q1;106;166;528;7268;1561;511;3.18;43.78;Netherlands;Western Europe;Elsevier;1945-2021;"Insect Science (Q1); Veterinary (miscellaneous) (Q1); Infectious Diseases (Q2); Parasitology (Q2)"
18;17778;Medical and Veterinary Entomology;journal;0269283X, 13652915;1.003;Q1;86;57;194;2363;501;191;2.46;41.46;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1987-2021;"Insect Science (Q1); Veterinary (miscellaneous) (Q1); Ecology, Evolution, Behavior and Systematics (Q2); Parasitology (Q2)"
19;17689;Avian Pathology;journal;03079457, 14653338;0.984;Q1;86;80;215;2654;438;211;1.83;33.18;United Kingdom;Western Europe;Taylor and Francis Ltd.;1972-2021;"Animal Science and Zoology (Q1); Food Animals (Q1); Immunology and Microbiology (miscellaneous)  (Q2)"
20;22916;Medical Mycology;journal;13693786, 14602709;0.977;Q1;92;132;513;4236;1339;501;2.3;32.09;United Kingdom;Western Europe;Oxford University Press;1962-2021;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1); Infectious Diseases (Q2)"
21;19516;Veterinary Clinics of North America - Small Animal Practice;journal;01955616, 18781306;0.97;Q1;73;89;250;3865;528;217;1.74;43.43;United Kingdom;Western Europe;W.B. Saunders Ltd;1978-2021;Small Animals (Q1)
22;18903;Theriogenology;journal;0093691X, 18793231;0.944;Q1;137;436;1037;18672;2531;1029;2.23;42.83;United States;Northern America;Elsevier Inc.;1974-2021;"Animal Science and Zoology (Q1); Equine (Q1); Food Animals (Q1); Small Animals (Q1)"
23;94447;Journal of Animal Breeding and Genetics;journal;09312668, 14390388;0.913;Q1;54;56;185;1319;297;163;1.54;23.55;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1985-2021;"Animal Science and Zoology (Q1); Food Animals (Q1); Medicine (miscellaneous) (Q1)"
24;17687;Avian Diseases;journal;00052086;0.877;Q1;83;164;441;4738;805;440;1.85;28.89;United States;Northern America;American Association of Avian Pathologists;1963, 1965-2021;"Animal Science and Zoology (Q1); Food Animals (Q1); Immunology and Microbiology (miscellaneous)  (Q2)"
25;18297;Journal of Feline Medicine and Surgery;journal;1098612X, 15322750;0.872;Q1;66;138;464;3667;927;418;1.46;26.57;United Kingdom;Western Europe;SAGE Publications Inc.;1999-2021;Small Animals (Q1)
26;24609;Applied Animal Behaviour Science;journal;01681591;0.866;Q1;116;161;491;7678;989;480;1.63;47.69;Netherlands;Western Europe;Elsevier;1984-2021;"Animal Science and Zoology (Q1); Food Animals (Q1)"
27;17755;Domestic Animal Endocrinology;journal;18790054, 07397240;0.848;Q2;77;58;156;2962;426;155;2.75;51.07;United States;Northern America;Elsevier Inc.;1984-2022;"Animal Science and Zoology (Q1); Endocrinology (Q2); Food Animals (Q2)"
