Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2005);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
1;4100151532;Advances in Experimental Social Psychology;book series;00652601;9.664;Q1;78;6;19;941;213;19;7.83;156.83;United States;Elsevier Inc.;1964, 1966-1967, 1969-1970, 1972, 1974-1984, 1986-1992, 1994-ongoing;Social Psychology (Q1)
2;12010;Annual Review of Psychology;journal;00664308, 15452085;8.128;Q1;216;23;75;3218;1286;74;12.06;139.91;United States;Annual Reviews Inc.;1950-1958, 1960-1963, 1965-ongoing;Psychology (miscellaneous) (Q1)
3;13461;Psychological Methods;journal;1082989X;7.759;Q1;131;30;93;1500;625;91;3.29;50.00;United States;American Psychological Association;1996-ongoing;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
4;13443;Psychological Bulletin;journal;00332909;5.513;Q1;272;52;134;7336;1470;134;9.73;141.08;United States;American Psychological Association;1904-ongoing;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
5;13467;Psychological Review;journal;0033295X;5.233;Q1;192;51;134;4779;1072;132;7.52;93.71;United States;American Psychological Association;1894-ongoing;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
6;30039;Journal of Personality and Social Psychology;journal;00223514;5.001;Q1;328;133;464;8971;2587;458;5.04;67.45;United States;American Psychological Association;1965-ongoing;"Social Psychology (Q1); Sociology and Political Science (Q1)"
7;15388;Journal of Applied Psychology;journal;00219010;4.584;Q1;249;104;288;7380;1450;287;4.15;70.96;United States;American Psychological Association;1917-ongoing;Applied Psychology (Q1)
8;15478;Journal of Experimental Psychology: General;journal;00963445;4.201;Q1;138;39;98;2235;583;98;6.19;57.31;United States;American Psychological Association;1975-ongoing;"Developmental Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1); Psychology (miscellaneous) (Q1)"
9;15370;Journal of Abnormal Psychology;journal;0021843X;4.109;Q1;174;73;199;4139;1227;198;5.25;56.70;United States;American Psychological Association;1948-1959, 1963-ongoing;"Biological Psychiatry (Q1); Clinical Psychology (Q1); Developmental and Educational Psychology (Q1); Psychiatry and Mental Health (Q1)"
10;15359;Trends in Cognitive Sciences;journal;13646613;3.8;Q1;276;113;392;4574;2082;313;6.78;40.48;Netherlands;Elsevier BV;1997-ongoing;"Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Neuropsychology and Physiological Psychology (Q1)"
11;18045;Neuroscience and Biobehavioral Reviews;journal;01497634;3.728;Q1;209;99;182;11473;1542;179;7.67;115.89;United Kingdom;Elsevier Ltd.;1978-ongoing;"Behavioral Neuroscience (Q1); Cognitive Neuroscience (Q1); Neuropsychology and Physiological Psychology (Q1)"
12;12872;Cognitive Psychology;journal;10955623, 00100285;3.714;Q1;108;20;67;1412;317;65;4.2;70.60;United States;Elsevier Inc.;1970-ongoing;"Artificial Intelligence (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Linguistics and Language (Q1); Neuropsychology and Physiological Psychology (Q1)"
13;15439;Journal of Consulting and Clinical Psychology;journal;0022006X;3.653;Q1;218;126;339;5612;2065;332;5.19;44.54;United States;American Psychological Association;1968-ongoing;"Clinical Psychology (Q1); Psychiatry and Mental Health (Q1)"
14;13468;Psychological Science;journal;09567976, 14679280;3.583;Q1;227;177;362;4271;1844;356;5.09;24.13;United States;SAGE Publications;1990-ongoing;Psychology (miscellaneous) (Q1)
15;13969;Psychological Science in the Public Interest, Supplement;journal;15291006;3.528;Q1;48;6;18;1039;111;15;8.18;173.17;United States;SAGE Publications Inc.;2000-ongoing;Psychology (miscellaneous) (Q1)
16;13357;Journal of the Learning Sciences;journal;10508406, 15327809;3.473;Q1;84;13;49;865;167;37;5.67;66.54;United States;Lawrence Erlbaum Associates Inc.;1991-1992, 1994-ongoing;"Developmental and Educational Psychology (Q1); Education (Q1)"
17;22478;Journal of Memory and Language;journal;10960821, 0749596X;3.392;Q1;129;69;202;3684;763;201;3.17;53.39;United States;Elsevier Inc.;1985-ongoing;"Artificial Intelligence (Q1); Experimental and Cognitive Psychology (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1); Neuropsychology and Physiological Psychology (Q1)"
18;12711;Multivariate Behavioral Research;journal;00273171, 15327906;3.358;Q1;70;20;64;876;99;64;1.38;43.80;United States;Lawrence Erlbaum Associates Inc.;1966-ongoing;"Arts and Humanities (miscellaneous) (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1); Statistics and Probability (Q1)"
19;12812;Personality and Social Psychology Review;journal;10888683, 15327957;3.22;Q1;134;18;81;2088;310;80;2.9;116.00;United States;SAGE Publications;1997-ongoing;Social Psychology (Q1)
20;12857;Cognition;journal;00100277;3.15;Q1;165;84;227;3558;954;201;4.37;42.36;Netherlands;Elsevier BV;1972-1974, 1976-ongoing;"Cognitive Neuroscience (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1)"
21;12817;Personnel Psychology;journal;00315826;3.073;Q1;124;26;81;2153;279;79;3.36;82.81;United States;Wiley-Blackwell;1948-ongoing;"Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1)"
22;24456;Child Development;journal;14678624, 00093920;3.071;Q1;228;85;370;5006;1672;368;3.6;58.89;United States;Blackwell Publishing Inc.;1945-1948, 1950-ongoing;"Developmental and Educational Psychology (Q1); Education (Q1); Pediatrics, Perinatology and Child Health (Q1); Social Work (Q1)"
23;13500;Developmental Psychology;journal;00121649;3.027;Q1;190;81;250;4473;1086;250;3.98;55.22;United States;American Psychological Association;1969-ongoing;"Demography (Q1); Developmental and Educational Psychology (Q1); Life-span and Life-course Studies (Q1)"
24;13422;Psychoanalytic Quarterly;journal;00332828;2.986;Q1;36;40;104;1081;102;91;1.11;27.03;United States;Wiley-Blackwell;1945-ongoing;"Arts and Humanities (miscellaneous) (Q1); Clinical Psychology (Q1); Developmental and Educational Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)"
25;28094;Accounting, Organizations and Society;journal;03613682;2.855;Q1;116;35;99;2412;380;96;3.45;68.91;United Kingdom;Elsevier Ltd.;1976-ongoing;"Accounting (Q1); Applied Psychology (Q1); Information Systems and Management (Q1); Organizational Behavior and Human Resource Management (Q1); Sociology and Political Science (Q1)"
26;12811;Personality and Social Psychology Bulletin;journal;01461672;2.848;Q1;172;135;408;6627;1211;401;2.56;49.09;United States;SAGE Publications;1976, 1988, 1996-ongoing;Social Psychology (Q1)
27;17467;Neurobiology of Learning and Memory;journal;10959564, 10747427;2.827;Q1;106;60;194;2489;950;192;4.22;41.48;United States;Elsevier Inc.;1995-ongoing;"Behavioral Neuroscience (Q1); Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1)"
28;17282;Learning and Memory;journal;10720502, 15495485;2.824;Q1;122;90;214;4194;907;199;4.39;46.60;United States;Cold Spring Harbor Laboratory Press;1994-ongoing;"Cellular and Molecular Neuroscience (Q1); Cognitive Neuroscience (Q1); Neuropsychology and Physiological Psychology (Q1)"
29;15481;Journal of Experimental Psychology: Human Perception and Performance;journal;00961523;2.785;Q1;136;104;251;4953;901;251;3.18;47.63;United States;American Psychological Association;1975-ongoing;"Arts and Humanities (miscellaneous) (Q1); Behavioral Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1)"
30;17643;Journal of the American Academy of Child and Adolescent Psychiatry;journal;08908567;2.704;Q1;222;185;681;5581;3013;521;5.13;30.17;Netherlands;Elsevier BV;1987-ongoing;"Developmental and Educational Psychology (Q1); Psychiatry and Mental Health (Q1)"
31;15499;Journal of Experimental Social Psychology;journal;00221031, 10960465;2.686;Q1;125;62;203;2502;489;199;1.99;40.35;United States;Elsevier Inc.;1965-ongoing;"Social Psychology (Q1); Sociology and Political Science (Q1)"
32;18009;Neuropsychologia;journal;00283932;2.652;Q1;187;198;599;10499;2621;588;4.62;53.03;United Kingdom;Elsevier Ltd.;1963-ongoing;"Behavioral Neuroscience (Q1); Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1)"
33;12808;Journal of Educational Psychology;journal;00220663;2.502;Q1;177;56;200;3312;671;197;3.14;59.14;United States;American Psychological Association;1910-ongoing;"Developmental and Educational Psychology (Q1); Education (Q1)"
34;15482;Journal of Experimental Psychology: Learning Memory and Cognition;journal;02787393;2.496;Q1;142;106;306;5103;954;306;2.89;48.14;United States;American Psychological Association;1975, 1982-ongoing;"Experimental and Cognitive Psychology (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1)"
35;15269;Monographs of the Society for Research in Child Development;journal;0037976X, 15405834;2.492;Q1;57;9;24;918;94;22;2.47;102.00;United Kingdom;Blackwell Publishing Inc.;1961-1982, 1984-ongoing;Developmental and Educational Psychology (Q1)
36;54632;Bipolar Disorders, Supplement;journal;13992406;2.479;Q1;23;26;8;1569;48;7;6.86;60.35;Denmark;Munksgaard Denmark;2003, 2005, 2007;Clinical Psychology (Q1)
37;30022;Journal of Personality;journal;00223506, 14676494;2.429;Q1;126;61;128;3557;364;126;2.89;58.31;United Kingdom;Blackwell Publishing Inc.;1932-ongoing;Social Psychology (Q1)
38;15402;Journal of Child Psychology and Psychiatry and Allied Disciplines;journal;00219630, 14697610;2.405;Q1;187;124;313;6098;1415;286;4.79;49.18;United Kingdom;Blackwell Publishing Inc.;1960-ongoing;"Developmental and Educational Psychology (Q1); Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1)"
39;13442;Psychological Assessment;journal;10403590;2.396;Q1;121;53;150;2447;478;147;2.88;46.17;United States;American Psychological Association;1989-ongoing;"Clinical Psychology (Q1); Psychiatry and Mental Health (Q1)"
40;18742;Psychological Medicine;journal;14698978, 00332917;2.363;Q1;188;168;458;6911;1875;402;4.34;41.14;United Kingdom;Cambridge University Press;1970-ongoing;"Applied Psychology (Q1); Psychiatry and Mental Health (Q1)"
41;30020;Journal of Organizational Behavior;journal;10991379, 08943796;2.253;Q1;152;52;154;3357;483;153;2.36;64.56;United States;John Wiley & Sons Inc.;1981-1982, 2019, 1984-ongoing;"Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1); Psychology (miscellaneous) (Q1); Sociology and Political Science (Q1)"
42;19181;Psychotherapy and Psychosomatics;journal;00333190, 14230348;2.23;Q1;86;61;159;2105;642;124;5.55;34.51;Switzerland;S. Karger AG;1965-ongoing;"Applied Psychology (Q1); Clinical Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)"
43;12854;Clinical Psychology Review;journal;02727358;2.221;Q1;181;52;133;5403;657;131;4.49;103.90;United Kingdom;Elsevier Ltd.;1981-ongoing;"Clinical Psychology (Q1); Psychiatry and Mental Health (Q1)"
44;12127;Behaviour Research and Therapy;journal;00057967;2.21;Q1;165;117;315;4350;1248;299;3.82;37.18;United Kingdom;Elsevier Ltd.;1963-ongoing;"Clinical Psychology (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Psychiatry and Mental Health (Q1)"
