Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2012);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;14181;Annual Review of Neuroscience;journal;0147006X, 15454126;21.876;Q1;248;27;62;3564;1929;62;24.43;132;United States;Northern America;Annual Reviews Inc.;1978-2021;Neuroscience (miscellaneous) (Q1)
2;17978;Neuron;journal;10974199, 08966273;11.948;Q1;493;439;1170;27543;16586;1160;14.05;62.74;United States;Northern America;Cell Press;1988-2021;Neuroscience (miscellaneous) (Q1)
3;17436;Nature Neuroscience;journal;10976256, 15461726;11.312;Q1;437;292;848;11751;11693;803;13.07;40.24;United Kingdom;Western Europe;Nature Publishing Group;1998-2021;Neuroscience (miscellaneous) (Q1)
4;15359;Trends in Cognitive Sciences;journal;1879307X, 13646613;11.126;Q1;326;135;269;6773;3900;188;13.53;50.17;United Kingdom;Western Europe;Elsevier Ltd.;1997-2021;"Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Neuropsychology and Physiological Psychology (Q1)"
5;17437;Nature Reviews Neuroscience;journal;14710048, 1471003X;11.043;Q1;434;221;529;9295;7546;374;12.19;42.06;United Kingdom;Western Europe;Nature Publishing Group;2000-2021;Neuroscience (miscellaneous) (Q1)
6;19939;Trends in Neurosciences;journal;03785912, 01662236, 1878108X;10.687;Q1;301;77;193;8220;3287;190;16.02;106.75;United Kingdom;Western Europe;Elsevier Ltd.;1978-2021;Neuroscience (miscellaneous) (Q1)
7;12977;PLoS Biology;journal;15449173, 15457885;8.791;Q1;281;228;807;10180;8247;766;9.88;44.65;United States;Northern America;Public Library of Science;2003-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Neuroscience (miscellaneous) (Q1)"
8;17435;EMBO Journal;journal;02614189, 14602075;8.427;Q1;405;391;1153;20331;11072;1145;9.28;52;Germany;Western Europe;Wiley-Blackwell;1982-2021;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Neuroscience (miscellaneous) (Q1)"
9;17382;Molecular Psychiatry;journal;14765578, 13594184;6.452;Q1;225;153;416;8888;4387;313;10.5;58.09;United Kingdom;Western Europe;Nature Publishing Group;1996-2021;"Cellular and Molecular Neuroscience (Q1); Molecular Biology (Q1); Psychiatry and Mental Health (Q1)"
10;14992;Current Opinion in Neurobiology;journal;09594388, 18736882;6.231;Q1;235;141;337;8832;2757;315;7.81;62.64;United Kingdom;Western Europe;Elsevier Ltd.;1991-2022;Neuroscience (miscellaneous) (Q1)
