Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2004);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
1;4100151532;"Advances in Experimental Social Psychology";book series;"00652601";8,458;Q1;78;6;18;990;147;18;7,62;165,00;United States;"Elsevier Inc.";"1964, 1966-1967, 1969-1970, 1972, 1974-1984, 1986-1992, 1994-ongoing";"Social Psychology (Q1)"
2;12010;"Annual Review of Psychology";journal;"00664308, 15452085";6,883;Q1;216;28;73;4005;1141;72;14,96;143,04;United States;"Annual Reviews Inc.";"1950-1958, 1960-1963, 1965-ongoing";"Psychology (miscellaneous) (Q1)"
3;13467;"Psychological Review";journal;"0033295X";6,589;Q1;192;56;114;4718;1071;113;6,38;84,25;United States;"American Psychological Association";"1894-ongoing";"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
4;13443;"Psychological Bulletin";journal;"00332909";5,542;Q1;272;51;124;7200;1271;124;8,89;141,18;United States;"American Psychological Association";"1904-ongoing";"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
5;13461;"Psychological Methods";journal;"1082989X";5,189;Q1;131;26;94;1305;499;92;5,66;50,19;United States;"American Psychological Association";"1996-ongoing";"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
6;30039;"Journal of Personality and Social Psychology";journal;"00223514";4,437;Q1;328;123;495;8020;2564;493;4,22;65,20;United States;"American Psychological Association";"1965-ongoing";"Social Psychology (Q1); Sociology and Political Science (Q1)"
7;15478;"Journal of Experimental Psychology: General";journal;"00963445";4,320;Q1;138;32;109;2454;597;109;3,62;76,69;United States;"American Psychological Association";"1975-ongoing";"Developmental Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1); Psychology (miscellaneous) (Q1)"
8;15269;"Monographs of the Society for Research in Child Development";journal;"0037976X, 15405834";4,037;Q1;57;12;20;738;94;18;4,82;61,50;United Kingdom;"Blackwell Publishing Inc.";"1961-1982, 1984-ongoing";"Developmental and Educational Psychology (Q1)"
9;12872;"Cognitive Psychology";journal;"10955623, 00100285";3,564;Q1;108;22;62;1514;284;61;4,18;68,82;United States;"Elsevier Inc.";"1970-ongoing";"Artificial Intelligence (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Linguistics and Language (Q1); Neuropsychology and Physiological Psychology (Q1)"
10;24456;"Child Development";journal;"14678624, 00093920";3,555;Q1;228;122;367;7409;1670;366;3,68;60,73;United States;"Blackwell Publishing Inc.";"1945-1948, 1950-ongoing";"Developmental and Educational Psychology (Q1); Education (Q1); Pediatrics, Perinatology and Child Health (Q1); Social Work (Q1)"
11;17282;"Learning and Memory";journal;"10720502, 15495485";3,543;Q1;122;105;150;5866;741;138;4,77;55,87;United States;"Cold Spring Harbor Laboratory Press";"1994-ongoing";"Cellular and Molecular Neuroscience (Q1); Cognitive Neuroscience (Q1); Neuropsychology and Physiological Psychology (Q1)"
12;15388;"Journal of Applied Psychology";journal;"00219010";3,408;Q1;249;85;318;5539;1268;317;3,37;65,16;United States;"American Psychological Association";"1917-ongoing";"Applied Psychology (Q1)"
13;12857;"Cognition";journal;"00100277";3,323;Q1;165;73;231;3811;943;203;3,43;52,21;Netherlands;"Elsevier BV";"1972-1974, 1976-ongoing";"Cognitive Neuroscience (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1)"
14;15439;"Journal of Consulting and Clinical Psychology";journal;"0022006X";3,199;Q1;218;116;339;5878;1840;331;5,44;50,67;United States;"American Psychological Association";"1968-ongoing";"Clinical Psychology (Q1); Psychiatry and Mental Health (Q1)"
15;13500;"Developmental Psychology";journal;"00121649";3,183;Q1;190;90;230;5614;969;229;3,88;62,38;United States;"American Psychological Association";"1969-ongoing";"Demography (Q1); Developmental and Educational Psychology (Q1); Life-span and Life-course Studies (Q1)"
16;13422;"Psychoanalytic Quarterly";journal;"00332828";3,158;Q1;36;39;98;1288;90;91;0,95;33,03;United States;"Wiley-Blackwell";"1945-ongoing";"Arts and Humanities (miscellaneous) (Q1); Clinical Psychology (Q1); Developmental and Educational Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)"
17;15370;"Journal of Abnormal Psychology";journal;"0021843X";3,117;Q1;174;63;204;3282;893;202;3,80;52,10;United States;"American Psychological Association";"1948-1959, 1963-ongoing";"Biological Psychiatry (Q1); Clinical Psychology (Q1); Developmental and Educational Psychology (Q1); Psychiatry and Mental Health (Q1)"
18;15359;"Trends in Cognitive Sciences";journal;"13646613";3,081;Q1;276;107;446;4502;1611;331;5,01;42,07;Netherlands;"Elsevier BV";"1997-ongoing";"Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Neuropsychology and Physiological Psychology (Q1)"
19;18045;"Neuroscience and Biobehavioral Reviews";journal;"01497634";3,076;Q1;209;71;171;7484;1199;168;6,92;105,41;United Kingdom;"Elsevier Ltd.";"1978-ongoing";"Behavioral Neuroscience (Q1); Cognitive Neuroscience (Q1); Neuropsychology and Physiological Psychology (Q1)"
20;22478;"Journal of Memory and Language";journal;"10960821, 0749596X";3,032;Q1;129;65;200;3319;743;200;3,51;51,06;United States;"Elsevier Inc.";"1985-ongoing";"Artificial Intelligence (Q1); Experimental and Cognitive Psychology (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1); Neuropsychology and Physiological Psychology (Q1)"
21;13491;"Development and Psychopathology";journal;"09545794, 14692198";3,011;Q1;158;57;152;4020;644;148;3,52;70,53;United Kingdom;"Cambridge University Press";"1989-ongoing";"Developmental and Educational Psychology (Q1); Psychiatry and Mental Health (Q1)"
22;12812;"Personality and Social Psychology Review";journal;"10888683, 15327957";3,000;Q1;134;29;73;2338;288;73;3,23;80,62;United States;"SAGE Publications";"1997-ongoing";"Social Psychology (Q1)"
23;13468;"Psychological Science";journal;"09567976, 14679280";2,928;Q1;227;152;303;4078;1321;298;3,89;26,83;United States;"SAGE Publications";"1990-ongoing";"Psychology (miscellaneous) (Q1)"
24;15499;"Journal of Experimental Social Psychology";journal;"00221031, 10960465";2,927;Q1;125;82;169;2913;462;168;2,11;35,52;United States;"Elsevier Inc.";"1965-ongoing";"Social Psychology (Q1); Sociology and Political Science (Q1)"
25;17643;"Journal of the American Academy of Child and Adolescent Psychiatry";journal;"08908567";2,647;Q1;222;216;715;6303;2844;544;4,49;29,18;Netherlands;"Elsevier BV";"1987-ongoing";"Developmental and Educational Psychology (Q1); Psychiatry and Mental Health (Q1)"
26;15481;"Journal of Experimental Psychology: Human Perception and Performance";journal;"00961523";2,568;Q1;136;75;275;4000;845;275;2,66;53,33;United States;"American Psychological Association";"1975-ongoing";"Arts and Humanities (miscellaneous) (Q1); Behavioral Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1)"
27;18742;"Psychological Medicine";journal;"14698978, 00332917";2,476;Q1;188;152;450;6229;1724;396;3,54;40,98;United Kingdom;"Cambridge University Press";"1970-ongoing";"Applied Psychology (Q1); Psychiatry and Mental Health (Q1)"
28;12817;"Personnel Psychology";journal;"00315826";2,465;Q1;124;25;82;1685;234;80;1,98;67,40;United States;"Wiley-Blackwell";"1948-ongoing";"Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1)"
29;13969;"Psychological Science in the Public Interest, Supplement";journal;"15291006";2,441;Q1;48;6;14;1156;73;13;3,55;192,67;United States;"SAGE Publications Inc.";"2000-ongoing";"Psychology (miscellaneous) (Q1)"
30;12811;"Personality and Social Psychology Bulletin";journal;"01461672";2,436;Q1;172;130;417;6408;1103;413;2,34;49,29;United States;"SAGE Publications";"1976, 1988, 1996-ongoing";"Social Psychology (Q1)"
31;18009;"Neuropsychologia";journal;"00283932";2,415;Q1;187;176;566;9177;2224;554;3,93;52,14;United Kingdom;"Elsevier Ltd.";"1963-ongoing";"Behavioral Neuroscience (Q1); Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1)"
32;15482;"Journal of Experimental Psychology: Learning Memory and Cognition";journal;"02787393";2,383;Q1;142;102;304;4486;832;304;2,25;43,98;United States;"American Psychological Association";"1975, 1982-ongoing";"Experimental and Cognitive Psychology (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1)"
33;16055;"Reading Research Quarterly";journal;"00340553";2,368;Q1;77;26;64;1231;145;63;1,73;47,35;United States;"Wiley-Blackwell";"1996-ongoing";"Developmental and Educational Psychology (Q1); Education (Q1)"
34;14698;"Review of General Psychology";journal;"10892680";2,336;Q1;86;21;51;1506;191;50;2,73;71,71;United States;"American Psychological Association";"1997-ongoing";"Psychology (miscellaneous) (Q1)"
35;17467;"Neurobiology of Learning and Memory";journal;"10959564, 10747427";2,322;Q1;106;61;190;2907;804;189;4,73;47,66;United States;"Elsevier Inc.";"1995-ongoing";"Behavioral Neuroscience (Q1); Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1)"
36;14916;"Cognitive Neuropsychology";journal;"14640627, 02643294";2,287;Q1;83;54;96;2334;295;96;3,06;43,22;United Kingdom;"Taylor & Francis";"1984-ongoing";"Arts and Humanities (miscellaneous) (Q1); Cognitive Neuroscience (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Neuropsychology and Physiological Psychology (Q1)"
37;14772;"Human Communication Research";journal;"03603989, 14682958";2,279;Q1;75;22;81;1138;202;78;2,09;51,73;United States;"Wiley-Blackwell";"1974-ongoing";"Anthropology (Q1); Communication (Q1); Developmental and Educational Psychology (Q1); Linguistics and Language (Q1)"
38;14278;"Educational Psychology Review";journal;"1040726X, 1573336X";2,208;Q1;95;18;55;1150;133;52;1,37;63,89;Netherlands;"Kluwer Academic Publishers";"1989-ongoing";"Developmental and Educational Psychology (Q1)"
39;15402;"Journal of Child Psychology and Psychiatry and Allied Disciplines";journal;"00219630, 14697610";2,208;Q1;187;123;289;7509;1110;262;3,27;61,05;United Kingdom;"Blackwell Publishing Inc.";"1960-ongoing";"Developmental and Educational Psychology (Q1); Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1)"
