Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2010);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;20651;Annual Review of Immunology;journal;15453278, 07320582;41.794;Q1;309;22;75;4199;3892;74;52.98;190.86;United States;Northern America;Annual Reviews Inc.;1983-2021;"Immunology (Q1); Immunology and Allergy (Q1)"
2;28773;Ca-A Cancer Journal for Clinicians;journal;15424863, 00079235;26.968;Q1;182;36;110;2410;5903;101;65.51;66.94;United States;Northern America;Wiley-Blackwell;1950-2021;"Hematology (Q1); Oncology (Q1)"
3;24004;Physiological Reviews;journal;15221210, 00319333;21.022;Q1;358;33;106;15835;4307;106;30.51;479.85;United States;Northern America;American Physiological Society;1945-2021;"Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Physiology (Q1); Physiology (medical) (Q1)"
4;21315;Nature Immunology;journal;15292908, 15292916;18.629;-;403;193;647;7696;11096;564;16.82;39.88;United Kingdom;Western Europe;Nature Publishing Group;2000-2021;Immunology (Q1)
5;20798;Immunity;journal;10974180, 10747613;18.565;Q1;417;196;600;9247;10589;570;18.05;47.18;United States;Northern America;Cell Press;1994-2021;"Immunology (Q1); Immunology and Allergy (Q1); Infectious Diseases (Q1)"
6;29093;Cancer Cell;journal;15356108, 18783686;16.468;Q1;359;148;379;4823;6845;374;16.56;32.59;United States;Northern America;Cell Press;2002-2021;"Cancer Research (Q1); Cell Biology (Q1); Oncology (Q1)"
7;21708;Annual Review of Genomics and Human Genetics;journal;15278204, 1545293X;13.762;Q1;121;18;60;2621;1072;60;19.05;145.61;United States;Northern America;Annual Reviews Inc.;2000-2021;"Genetics (Q1); Genetics (clinical) (Q1); Molecular Biology (Q1)"
8;21272;Journal of Experimental Medicine;journal;00221007, 15409538;13.544;Q1;462;250;858;11550;13126;806;14.51;46.2;United States;Northern America;Rockefeller University Press;1909-1910, 1929, 1938, 1945-2021;"Immunology (Q1); Immunology and Allergy (Q1); Medicine (miscellaneous) (Q1)"
9;15847;New England Journal of Medicine;journal;00284793, 15334406;13.149;Q1;1079;1580;4893;17493;67738;2038;14.7;11.07;United States;Northern America;Massachussetts Medical Society;1945-2021;Medicine (miscellaneous) (Q1)
10;18991;Nature Reviews Genetics;journal;14710056, 14710064;13.016;Q1;384;179;597;8195;8439;527;14.53;45.78;United Kingdom;Western Europe;Nature Publishing Group;2000-2021;"Genetics (Q1); Genetics (clinical) (Q1); Molecular Biology (Q1)"
11;22214;Genome Research;journal;15495469, 10889051;12.476;Q1;305;171;637;9161;8502;629;14.24;53.57;United States;Northern America;Cold Spring Harbor Laboratory Press;1991-2021;"Genetics (Q1); Genetics (clinical) (Q1)"
12;19434;MMWR Recommendations and Reports;journal;10575987, 15458601;11.834;Q1;148;3;24;0;820;24;37.47;0;United States;Northern America;Centers for Disease Control and Prevention (CDC);1990-2021;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1)"
13;11300153736;Annual Review of Pathology: Mechanisms of Disease;journal;15534006, 15534014;11.49;Q1;132;13;61;2126;1111;60;20.84;163.54;United States;Northern America;Annual Reviews Inc.;2006-2021;"Medicine (miscellaneous) (Q1); Pathology and Forensic Medicine (Q1); Plant Science (Q1)"
14;22657;Accounts of Chemical Research;journal;00014842, 15204898;11.396;Q1;415;151;508;7739;10951;494;22.52;51.25;United States;Northern America;American Chemical Society;1968-2021;"Chemistry (miscellaneous) (Q1); Medicine (miscellaneous) (Q1)"
15;21318;Nature Reviews Immunology;journal;14741741, 14741733;11.334;Q1;417;186;591;7661;8736;539;14.81;41.19;United Kingdom;Western Europe;Nature Publishing Group;2001-2021;"Immunology (Q1); Medicine (miscellaneous) (Q1)"
16;12464;Nature Reviews Cancer;journal;1474175X, 14741768;11.332;Q1;462;193;611;9928;9137;537;14.99;51.44;United Kingdom;Western Europe;Nature Publishing Group;2001-2021;"Cancer Research (Q1); Oncology (Q1)"
17;15819;Nature Medicine;journal;1546170X, 10788956;10.376;Q1;576;501;1204;7544;13539;780;10.11;15.06;United Kingdom;Western Europe;Nature Publishing Group;1995-2021;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Medicine (miscellaneous) (Q1)"
18;26038;Endocrine Reviews;journal;19457189, 0163769X;10.165;Q1;283;29;101;8142;2430;99;24.22;280.76;United States;Northern America;The Endocrine Society;1980-2021;"Endocrinology (Q1); Endocrinology, Diabetes and Metabolism (Q1)"
19;21677;American Journal of Human Genetics;journal;15376605, 00029297;9.81;Q1;310;205;633;6917;7892;581;11.34;33.74;United States;Northern America;Cell Press;1950-2021;"Genetics (Q1); Genetics (clinical) (Q1)"
20;20278;Microbiology and Molecular Biology Reviews;journal;10985557, 10922172;9.801;-;256;26;85;5903;1263;83;12.69;227.04;United States;Northern America;American Society for Microbiology;1997-2021;"Immunology and Microbiology (miscellaneous)  (Q1); Molecular Biology (Q1)"
21;26555;Annual Review of Physical Chemistry;journal;0066426X, 15451593;9.603;-;174;22;83;2368;1534;81;12.56;107.64;United States;Northern America;Annual Reviews Inc.;1975, 1983, 1985, 1988-2021;Physical and Theoretical Chemistry (Q1)
22;78518;Vital and health statistics. Series 13, Data from the National Health Survey;journal;00832006;9.545;Q1;30;1;4;26;24;4;8;26;United States;Northern America;U.S. National Center for Health Statistics;1977-2011;"Health Policy (Q1); Management Science and Operations Research (Q1); Medicine (miscellaneous) (Q1); Statistics and Probability (Q1)"
